src_idx,dst_idx,weight
114,115,4.1867
114,45,4.1867
114,117,4.1867
114,11,4.1867
114,74,4.1867
114,62,4.1867
129,23,4.1867
113,71,4.1867
113,89,4.1867
113,131,4.1867
113,66,4.1867
113,126,4.1867
113,76,4.1867
113,6,4.1867
113,106,4.1867
113,46,4.1867
113,130,4.1867
113,83,4.1867
113,69,4.1867
113,1,4.1867
113,84,4.1867
113,55,4.1867
113,4,4.1867
113,138,4.1867
113,42,4.1867
71,89,4.1867
71,131,4.1867
71,66,4.1867
71,126,4.1867
71,76,4.1867
71,6,4.1867
71,106,4.1867
71,46,4.1867
71,130,4.1867
71,83,4.1867
71,69,4.1867
71,1,4.1867
71,84,4.1867
71,55,4.1867
71,4,4.1867
71,138,4.1867
71,42,4.1867
77,97,4.1867
39,115,4.1867
39,45,4.1867
39,117,4.1867
39,11,4.1867
39,74,4.1867
39,62,4.1867
102,88,4.1867
102,40,4.1867
102,78,4.1867
102,14,4.1867
70,133,4.1867
89,131,4.1867
89,66,4.1867
89,126,4.1867
89,76,4.1867
89,6,4.1867
89,106,4.1867
89,46,4.1867
89,130,4.1867
89,83,4.1867
89,69,4.1867
89,1,4.1867
89,84,4.1867
89,55,4.1867
89,4,4.1867
89,138,4.1867
131,66,4.1867
131,126,4.1867
131,76,4.1867
131,6,4.1867
131,106,4.1867
131,46,4.1867
131,130,4.1867
131,83,4.1867
131,69,4.1867
131,1,4.1867
131,84,4.1867
131,55,4.1867
131,4,4.1867
131,138,4.1867
47,32,4.1867
47,79,4.1867
47,125,4.1867
61,15,4.1867
65,98,4.1867
65,80,4.1867
65,90,4.1867
65,82,4.1867
65,85,4.1867
65,16,4.1867
13,110,4.1867
59,24,4.1867
59,68,4.1867
59,127,4.1867
59,36,4.1867
59,26,4.1867
59,87,4.1867
59,7,4.1867
59,18,4.1867
59,67,4.1867
66,126,4.1867
66,76,4.1867
66,6,4.1867
66,106,4.1867
66,46,4.1867
66,130,4.1867
66,83,4.1867
66,69,4.1867
66,1,4.1867
66,84,4.1867
66,55,4.1867
66,4,4.1867
66,138,4.1867
57,124,4.1867
57,104,4.1867
57,22,4.1867
88,40,4.1867
88,78,4.1867
88,14,4.1867
95,136,4.1867
95,120,4.1867
115,45,4.1867
115,117,4.1867
115,11,4.1867
115,74,4.1867
115,62,4.1867
45,117,4.1867
45,11,4.1867
45,74,4.1867
45,62,4.1867
126,76,4.1867
126,6,4.1867
126,106,4.1867
126,46,4.1867
126,130,4.1867
126,83,4.1867
126,69,4.1867
126,1,4.1867
126,84,4.1867
126,5,4.1867
126,55,4.1867
126,4,4.1867
126,138,4.1867
126,42,4.1867
32,79,4.1867
32,125,4.1867
136,120,4.1867
24,68,4.1867
24,127,4.1867
24,36,4.1867
24,26,4.1867
24,87,4.1867
24,7,4.1867
24,18,4.1867
24,67,4.1867
98,80,4.1867
98,90,4.1867
98,82,4.1867
98,85,4.1867
98,16,4.1867
79,125,4.1867
119,35,4.1867
119,86,4.1867
10,99,4.1867
117,11,4.1867
117,74,4.1867
117,62,4.1867
124,104,4.1867
124,22,4.1867
25,101,4.1867
140,72,4.1867
140,2,4.1867
54,94,4.1867
54,142,4.1867
54,49,4.1867
76,6,4.1867
76,106,4.1867
76,46,4.1867
76,130,4.1867
76,83,4.1867
76,69,4.1867
76,1,4.1867
76,84,4.1867
76,55,4.1867
76,4,4.1867
76,138,4.1867
105,64,4.1867
104,22,4.1867
80,90,4.1867
80,82,4.1867
80,85,4.1867
80,16,4.1867
90,82,4.1867
90,85,4.1867
90,16,4.1867
33,91,4.1867
33,48,4.1867
6,106,4.1867
6,46,4.1867
6,130,4.1867
6,83,4.1867
6,69,4.1867
6,1,4.1867
6,84,4.1867
6,55,4.1867
6,4,4.1867
6,138,4.1867
106,46,4.1867
106,130,4.1867
106,83,4.1867
106,69,4.1867
106,1,4.1867
106,84,4.1867
106,5,4.1867
106,55,4.1867
106,4,4.1867
106,138,4.1867
106,42,4.1867
108,81,4.1867
108,38,4.1867
46,130,4.1867
46,83,4.1867
46,69,4.1867
46,1,4.1867
46,84,4.1867
46,55,4.1867
46,4,4.1867
46,138,4.1867
46,42,4.1867
91,48,4.1867
72,2,4.1867
68,127,4.1867
68,36,4.1867
68,26,4.1867
68,87,4.1867
68,7,4.1867
68,18,4.1867
68,67,4.1867
130,83,4.1867
130,20,4.1867
130,69,4.1867
130,1,4.1867
130,84,4.1867
130,5,4.1867
130,55,4.1867
130,4,4.1867
130,138,4.1867
130,42,4.1867
94,142,4.1867
94,49,4.1867
30,28,4.1867
30,44,4.1867
127,36,4.1867
127,26,4.1867
127,87,4.1867
127,7,4.1867
127,18,4.1867
127,67,4.1867
36,26,4.1867
36,87,4.1867
36,7,4.1867
36,18,4.1867
36,67,4.1867
26,87,4.1867
26,7,4.1867
26,18,4.1867
26,67,4.1867
83,69,4.1867
83,1,4.1867
83,84,4.1867
83,5,4.1867
83,55,4.1867
83,4,4.1867
83,138,4.1867
83,42,4.1867
40,78,4.1867
40,14,4.1867
69,1,4.1867
69,84,4.1867
69,55,4.1867
69,4,4.1867
69,138,4.1867
69,42,4.1867
92,34,4.1867
87,7,4.1867
87,18,4.1867
87,67,4.1867
82,85,4.1867
82,16,4.1867
28,135,4.1867
28,44,4.1867
1,84,4.1867
1,55,4.1867
1,4,4.1867
1,138,4.1867
1,42,4.1867
7,18,4.1867
7,67,4.1867
135,44,4.1867
35,86,4.1867
142,49,4.1867
81,38,4.1867
81,93,4.1867
84,55,4.1867
84,4,4.1867
84,138,4.1867
84,42,4.1867
11,74,4.1867
11,62,4.1867
78,14,4.1867
18,67,4.1867
74,62,4.1867
85,16,4.1867
55,4,4.1867
55,138,4.1867
55,42,4.1867
4,138,4.1867
138,42,4.1867
