Node,Label,SGD,OGEE,DEG,SOD,essential
YDR449C,ORF-V,1,1,1,3,1
YOR055W,ORF-DU,0,0,0,0,0
YEL026W,ORF-V,1,1,1,3,1
YKL155C,ORF-V,0,0,0,0,0
YOR389W,ORF-U,0,0,0,0,0
YGR081C,ORF-V,0,0,0,0,0
YDR179W-A,ORF-V,0,0,0,0,0
TG(UCC)N,tRNA gene,0,0,0,0,0
YJL053W,ORF-V,0,0,0,0,0
YGR021W,ORF-U,0,0,0,0,0
YER130C,ORF-V,0,0,0,0,0
YML092C,ORF-V,1,1,1,3,1
YJL136w-a,ORF-U,0,0,0,0,0
YOL117W,ORF-V,0,0,0,0,0
TR(CCU)J,tRNA gene,0,0,0,0,0
YNL111C,ORF-V,0,0,0,0,0
YMR159C,ORF-V,1,0,0,1,1
YNR013C,ORF-V,0,0,0,0,0
YDL046W,ORF-V,0,0,0,0,0
YOL037C,ORF-DU,0,0,0,0,0
YDR135C,ORF-V,0,0,0,0,0
YDL175C,ORF-V,0,0,0,0,0
YHL032C,ORF-V,0,0,0,0,0
YOL050C,ORF-DU,0,0,0,0,0
YGL259W,ORF-U,0,0,0,0,0
YAL043C,ORF-V,1,1,1,3,1
YCL044C,ORF-V,0,0,0,0,0
YGR267C,ORF-V,1,1,1,3,1
YNL173C,ORF-V,0,0,0,0,0
YDR537C,ORF-DU,0,0,0,0,0
YNL207W,ORF-V,1,1,1,3,1
YDR283C,ORF-V,0,0,0,0,0
YOR290C,ORF-V,0,0,0,0,0
YER019C-A,ORF-V,1,0,0,1,1
YNL002C,ORF-V,1,1,1,3,1
YGLWDELTA3,LTR,0,0,0,0,0
YIR019C,ORF-V,0,0,0,0,0
YNL190W,ORF-V,0,0,0,0,0
YJL051W,ORF-V,0,0,0,0,0
YDR038C,ORF-V,0,0,0,0,0
YNL048W,ORF-V,0,0,0,0,0
YER185W,ORF-V,0,0,0,0,0
YHR044C,ORF-V,0,0,0,0,0
YOL085C,ORF-U,0,0,0,0,0
YDL188C,ORF-V,0,0,0,0,0
YMR086C-A,ORF-DU,0,0,0,0,0
YLR452C,ORF-V,0,0,0,0,0
YGL045W,ORF-V,0,0,0,0,0
YER079W,ORF-U,0,0,0,0,0
YPL016W,ORF-V,1,1,1,3,1
YGRCDELTA25,LTR,0,0,0,0,0
YDL028C,ORF-V,1,0,1,2,1
YNL158W,ORF-V,1,1,1,3,1
YPR149W,ORF-V,0,0,0,0,0
YMRWDELTA15,LTR,0,0,0,0,0
YIL146C,ORF-V,0,0,0,0,0
YNL295W,ORF-U,0,0,0,0,0
YNL050C,ORF-U,0,0,0,0,0
YEL041W,ORF-V,0,0,0,0,0
YJLWTY4-1,LTR,0,0,0,0,0
YLR372W,ORF-V,0,0,0,0,0
YBL089W,ORF-V,0,0,0,0,0
YGL157W,ORF-V,0,0,0,0,0
YDR075W,ORF-V,0,0,0,0,0
YDR007W,ORF-V,0,0,0,0,0
YGL110C,ORF-V,0,0,0,0,0
YJRWTY1-2,LTR,0,0,0,0,0
YOR220W,ORF-V,0,0,0,0,0
YJR105W,ORF-V,0,0,0,0,0
YPL082C,ORF-V,1,1,1,3,1
YGL215W,ORF-V,0,0,0,0,0
YBR012C,ORF-DU,0,0,0,0,0
YLR150W,ORF-V,0,0,0,0,0
YLR150W,ORF-V,0,0,0,0,0
YPL072W,ORF-V,0,0,0,0,0
YBR026C,ORF-V,0,0,0,0,0
YJL002C,ORF-V,1,1,1,3,1
YMR052W,ORF-V,0,0,0,0,0
YDR102C,ORF-U,0,0,0,0,0
YGRCDELTA17,LTR,0,0,0,0,0
YHL041W,ORF-U,0,0,0,0,0
YML011C,ORF-V,0,0,0,0,0
YPLCTAU1,LTR,0,0,0,0,0
YGR253C,ORF-V,1,1,1,3,1
YER147C,ORF-V,1,1,1,3,1
YPL154C,ORF-V,0,0,0,0,0
YJL217W,ORF-V,0,0,0,0,0
YDR441C,ORF-V,0,0,0,0,0
YDR023W,ORF-V,1,1,1,3,1
YOR173W,ORF-V,0,0,0,0,0
YNL334C,ORF-V,0,0,0,0,0
YMR320W,ORF-U,0,0,0,0,0
YHR142W,ORF-V,0,0,0,0,0
YLR419W,ORF-U,0,0,0,0,0
YJL090C,ORF-V,1,1,1,3,1
YKL100C,ORF-V,0,0,0,0,0
YLR087C,ORF-V,0,0,0,0,0
YLR261C,ORF-U,0,0,0,0,0
YCR027C,ORF-V,0,0,0,0,0
YGL239C,ORF-DU,1,1,0,2,1
YPLWDELTA7,LTR,0,0,0,0,0
YGL202W,ORF-V,0,0,0,0,0
YKL211C,ORF-V,0,0,0,0,0
YGR121C,ORF-V,0,0,0,0,0
YOL096C,ORF-V,0,0,0,0,0
YPRCDELTA15,LTR,0,0,0,0,0
YLR340W,ORF-V,1,1,1,3,1
TA(AGC)K1,tRNA gene,0,0,0,0,0
YLL058W,ORF-U,0,0,0,0,0
YCR024C-A,ORF-V,0,0,0,0,0
YJL039C,ORF-V,1,1,1,3,1
YML050W,ORF-V,0,0,0,0,0
YJR156C,ORF-V,0,0,0,0,0
YDR491C,ORF-DU,0,0,0,0,0
YOR336W,ORF-V,1,1,1,3,1
YDL181W,ORF-V,0,0,0,0,0
YOR300W,ORF-DU,0,0,0,0,0
YIR013C,ORF-V,0,0,0,0,0
YLR178C,ORF-V,0,0,0,0,0
YBR154C,ORF-V,1,1,1,3,1
YOR171C,ORF-V,0,0,0,0,0
YJR162C,ORF-DU,0,0,0,0,0
SNR61,snoRNA gene,0,0,0,0,0
YML023C,ORF-V,1,0,1,2,1
YGR058W,ORF-V,0,0,0,0,0
YPR077C,ORF-DU,0,0,0,0,0
YOR167C,ORF-V,1,0,0,1,1
YGR115C,ORF-DU,1,1,0,2,1
SCR1,ORF-V,0,0,0,0,0
YOR236W,ORF-V,1,0,1,2,1
YDR183W,ORF-V,0,0,0,0,0
YJR036C,ORF-V,0,0,0,0,0
YLR065C,ORF-V,0,0,0,0,0
SNR52,snoRNA gene,0,0,0,0,0
YAR075W,ORF-DU,0,0,0,0,0
YKL026C,ORF-V,0,0,0,0,0
YKL111C,ORF-DU,1,1,0,2,1
YDR452W,ORF-V,0,0,0,0,0
YOR332W,ORF-V,0,0,0,0,0
YLL059C,ORF-DU,0,0,0,0,0
YKL216W,ORF-V,0,0,0,0,0
YCR018C,ORF-V,0,0,0,0,0
YHR196W,ORF-V,1,1,1,3,1
YJLWDELTA9,LTR,0,0,0,0,0
YNL270C,ORF-V,0,0,0,0,0
YDRWDELTA10,LTR,0,0,0,0,0
YLR192C,ORF-V,0,0,0,0,0
YHL028W,ORF-V,0,0,0,0,0
YOL061W,ORF-V,0,0,0,0,0
YCR084C,ORF-V,0,0,0,0,0
YHR217C,ORF-DU,0,0,0,0,0
YBR107C,ORF-V,0,0,0,0,0
YJL189W,ORF-V,0,0,0,0,0
YOR274W,ORF-V,0,0,0,0,0
YLL045C,ORF-V,0,0,0,0,0
YILCDELTA2,LTR,0,0,0,0,0
YOR258W,ORF-V,0,0,0,0,0
YGLWTAU2,LTR,0,0,0,0,0
SNR34,snoRNA gene,0,0,0,0,0
YDR459C,ORF-V,0,0,0,0,0
YDL120W,ORF-V,1,0,1,2,1
YKRWOMEGA1,LTR,0,0,0,0,0
YLR057W,ORF-V,0,0,0,0,0
YIL037C,ORF-V,0,0,0,0,0
YPL187W,ORF-V,0,0,0,0,0
YDR120C,ORF-V,0,0,0,0,0
YHL006w-a,ORF-DU,0,0,0,0,0
YER128W,ORF-V,0,0,0,0,0
YER043C,ORF-V,1,0,1,2,1
YDR231C,ORF-V,1,0,1,2,1
YBLCDELTA7,LTR,0,0,0,0,0
YDL013W,ORF-V,1,0,1,2,1
YERCOMEGA1,LTR,0,0,0,0,0
YML053C,ORF-U,0,0,0,0,0
YKLWDELTA7,LTR,0,0,0,0,0
YCLWTY5-1,LTR,0,0,0,0,0
YEL001C,ORF-V,0,0,0,0,0
YDR233C,ORF-V,1,0,1,2,1
YDR540C,ORF-V,0,0,0,0,0
YJL069C,ORF-V,1,1,1,3,1
YDL061C,ORF-V,0,0,0,0,0
YBR225W,ORF-U,0,0,0,0,0
YGL187C,ORF-V,0,0,0,0,0
YDR403W,ORF-V,0,0,0,0,0
YBR239C,ORF-V,0,0,0,0,0
YBL017C,ORF-V,0,0,0,0,0
YGL165C,ORF-DU,0,0,0,0,0
YGL227W,ORF-V,0,0,0,0,0
YLR236C,ORF-U,0,0,0,0,0
YAR007C,ORF-V,1,1,1,3,1
YBL059W,ORF-U,0,0,0,0,0
YDL063C,ORF-V,0,0,0,0,0
YNL045W,ORF-V,0,0,0,0,0
YLL025W,ORF-V,0,0,0,0,0
YPR158W,ORF-V,0,0,0,0,0
YBR199W,ORF-V,0,0,0,0,0
YIL140W,ORF-V,0,0,0,0,0
YIL143C,ORF-V,1,0,1,2,1
YGL168W,ORF-V,0,0,0,0,0
YBL025W,ORF-V,0,0,0,0,0
YDRCDELTA9,LTR,0,0,0,0,0
YML071C,ORF-V,0,0,0,0,0
YJL024C,ORF-V,0,0,0,0,0
YJL017W,ORF-M,0,0,0,0,0
YJR089W,ORF-V,1,0,0,1,1
YGR019W,ORF-V,0,0,0,0,0
YDR492W,ORF-V,0,0,0,0,0
YOL022C,ORF-V,1,1,1,3,1
YDR139C,ORF-V,0,0,0,0,0
YMRWDELTA12,LTR,0,0,0,0,0
YEL067C,ORF-U,0,0,0,0,0
YGL056C,ORF-V,0,0,0,0,0
SNR190,snoRNA gene,0,0,0,0,0
YOR212W,ORF-V,0,0,0,0,0
YNL210W,ORF-V,0,0,0,0,0
YML038C,ORF-V,0,0,0,0,0
YDR369C,ORF-V,0,0,0,0,0
YPR164W,ORF-V,0,0,0,0,0
YNR057C,ORF-V,0,0,0,0,0
YPL166W,ORF-V,0,0,0,0,0
YDL174C,ORF-V,0,0,0,0,0
YLR300W,ORF-V,0,0,0,0,0
YDR390C,ORF-V,1,1,1,3,1
YBL014C,ORF-V,1,1,1,3,1
YKR087C,ORF-V,0,0,0,0,0
YHR024C,ORF-V,1,1,1,3,1
YCL076W,ORF-DU,0,0,0,0,0
YDL241W,ORF-U,0,0,0,0,0
YPL106C,ORF-V,0,0,0,0,0
YMR043W,ORF-V,1,1,1,3,1
YGL096W,ORF-V,0,0,0,0,0
YKR072C,ORF-V,0,0,0,0,0
YLR213C,ORF-V,0,0,0,0,0
YDR236C,ORF-V,1,1,1,3,1
YDL143W,ORF-V,1,1,1,3,1
YKR090W,ORF-V,0,0,0,0,0
YOR158W,ORF-V,0,0,0,0,0
YFL003C,ORF-V,0,0,0,0,0
YPL259C,ORF-V,0,0,0,0,0
YDRWDELTA23,LTR,0,0,0,0,0
YDR203W,ORF-DU,0,0,0,0,0
YOR135C,ORF-DU,0,0,0,0,0
YPL220W,ORF-V,0,0,0,0,0
YOR328W,ORF-V,0,0,0,0,0
YCL022C,ORF-DU,0,0,0,0,0
YOL072W,ORF-V,0,0,0,0,0
YNL051W,ORF-V,0,0,0,0,0
YNL318C,ORF-V,0,0,0,0,0
YBL090W,ORF-V,0,0,0,0,0
YJLCDELTA6,LTR,0,0,0,0,0
YBR065C,ORF-V,0,0,0,0,0
YER030W,ORF-V,0,0,0,0,0
YLL002W,ORF-V,0,0,0,0,0
YBR030W,ORF-V,0,0,0,0,0
YER022W,ORF-V,1,1,1,3,1
YML029W,ORF-V,0,0,0,0,0
YOR091W,ORF-V,0,0,0,0,0
YER184C,ORF-V,0,0,0,0,0
YBR176W,ORF-V,0,0,0,0,0
YOR363C,ORF-V,0,0,0,0,0
YDR129C,ORF-V,0,0,0,0,0
YFR008W,ORF-V,0,0,0,0,0
YOR378W,ORF-V,0,0,0,0,0
YCLWTY2-1,LTR,0,0,0,0,0
YGR108W,ORF-V,0,0,0,0,0
YGL161C,ORF-V,0,0,0,0,0
YPL124W,ORF-V,1,0,1,2,1
YDR289C,ORF-V,0,0,0,0,0
YHR190W,ORF-V,1,1,1,3,1
YCR024C,ORF-V,0,0,0,0,0
YBR090C,ORF-U,0,0,0,0,0
YMR278W,ORF-V,0,0,0,0,0
YNL077W,ORF-V,0,0,0,0,0
YGR254W,ORF-V,0,0,0,0,0
YLR306W,ORF-V,0,0,0,0,0
YER129W,ORF-V,0,0,0,0,0
YDL247W,ORF-V,0,0,0,0,0
YMR305C,ORF-V,0,0,0,0,0
YOR379C,ORF-DU,0,0,0,0,0
YIL099W,ORF-V,0,0,0,0,0
YMR089C,ORF-V,0,0,0,0,0
YOR174W,ORF-V,1,1,1,3,1
YKL197C,ORF-V,0,0,0,0,0
YNL219C,ORF-V,0,0,0,0,0
YDR391C,ORF-U,0,0,0,0,0
YNL246W,ORF-V,1,0,0,1,1
YOR237W,ORF-V,0,0,0,0,0
YML042W,ORF-V,0,0,0,0,0
YJR157W,ORF-DU,0,0,0,0,0
YDR162C,ORF-V,0,0,0,0,0
YMR182C,ORF-V,0,0,0,0,0
YNLWTY1-2,LTR,0,0,0,0,0
YOLWDELTA5,LTR,0,0,0,0,0
YGR291C,ORF-DU,0,0,0,0,0
YEL028W,ORF-U,0,0,0,0,0
YLL018C,ORF-V,1,1,1,3,1
YJL008C,ORF-V,1,1,1,3,1
YHR197W,ORF-V,1,1,1,3,1
TR(ACG)L,tRNA gene,0,0,0,0,0
YPR002W,ORF-V,0,0,0,0,0
YJL184W,ORF-V,1,0,0,1,1
YGR063C,ORF-V,0,0,0,0,0
YDL230W,ORF-V,0,0,0,0,0
YGL245W,ORF-V,1,1,1,3,1
YHR015W,ORF-V,0,0,0,0,0
YBR122C,ORF-V,0,0,0,0,0
YJR124C,ORF-U,0,0,0,0,0
YLR442C,ORF-V,0,0,0,0,0
YNL288W,ORF-V,0,0,0,0,0
YOR039W,ORF-V,0,0,0,0,0
YDR256C,ORF-V,0,0,0,0,0
YPL073C,ORF-DU,0,0,0,0,0
YOR289W,ORF-U,0,0,0,0,0
YNL215W,ORF-V,0,0,0,0,0
YNL256W,ORF-V,1,1,1,3,1
YGL037C,ORF-V,0,0,0,0,0
YNL325C,ORF-V,0,0,0,0,0
YPL201C,ORF-V,0,0,0,0,0
YNL031C,ORF-V,1,0,0,1,1
YJL091C,ORF-V,1,1,1,3,1
YIL071C,ORF-V,0,0,0,0,0
YBR248C,ORF-V,0,0,0,0,0
YIL108W,ORF-V,0,0,0,0,0
YMRCDELTA10,LTR,0,0,0,0,0
YDR074W,ORF-V,0,0,0,0,0
YOR102W,ORF-DU,1,1,0,2,1
YDL024C,ORF-V,0,0,0,0,0
YGR141W,ORF-V,0,0,0,0,0
YOR293W,ORF-V,1,0,0,1,1
YJL003W,ORF-V,0,0,0,0,0
YEL039C,ORF-V,0,0,0,0,0
YHR183W,ORF-V,0,0,0,0,0
YLR144C,ORF-V,0,0,0,0,0
YFR038W,ORF-V,0,0,0,0,0
YLR151C,ORF-V,0,0,0,0,0
YOL005C,ORF-V,1,1,1,3,1
YDR048C,ORF-DU,0,0,0,0,0
YLR281C,ORF-U,0,0,0,0,0
YDR293C,ORF-V,1,0,0,1,1
YDR401W,ORF-DU,0,0,0,0,0
YOL155C,ORF-V,0,0,0,0,0
YKR104W,ORF-V,0,0,0,0,0
YDL017W,ORF-V,1,1,1,3,1
YMR151W,ORF-DU,0,0,0,0,0
YPR092W,ORF-DU,0,0,0,0,0
snr17a,snoRNA gene,0,0,0,0,0
YPR104C,ORF-V,1,0,1,2,1
YGL112C,ORF-V,1,1,1,3,1
YDR465C,ORF-V,0,0,0,0,0
YDL043C,ORF-V,1,1,1,3,1
YDR489W,ORF-V,1,1,1,3,1
YLR312C,ORF-V,0,0,0,0,0
YPL043W,ORF-V,1,1,1,3,1
YJR113C,ORF-V,0,0,0,0,0
YGR222W,ORF-V,0,0,0,0,0
YPL136W,ORF-DU,0,0,0,0,0
YOR012W,ORF-U,0,0,0,0,0
YOR022C,ORF-V,0,0,0,0,0
YJL178C,ORF-V,0,0,0,0,0
YDR220C,ORF-DU,0,0,0,0,0
YOR347C,ORF-V,0,0,0,0,0
YLR280C,ORF-DU,0,0,0,0,0
YLR053C,ORF-U,0,0,0,0,0
YJR104C,ORF-V,0,0,0,0,0
YKL065C,ORF-V,0,0,0,0,0
SNR48,snoRNA gene,0,0,0,0,0
YKR042W,ORF-V,0,0,0,0,0
YBR241C,ORF-V,0,0,0,0,0
YLR109W,ORF-V,0,0,0,0,0
YELCDELTA4,LTR,0,0,0,0,0
YHRCDELTA16,LTR,0,0,0,0,0
YDRWDELTA31,LTR,0,0,0,0,0
YLR096W,ORF-V,0,0,0,0,0
YDL067C,ORF-V,1,0,1,2,1
YNL194C,ORF-V,0,0,0,0,0
YLR048W,ORF-V,0,0,0,0,0
YKL115C,ORF-DU,0,0,0,0,0
YORWDELTA24,LTR,0,0,0,0,0
YIL023C,ORF-V,0,0,0,0,0
YMR257C,ORF-V,0,0,0,0,0
YKL008C,ORF-V,0,0,0,0,0
YDL190C,ORF-V,0,0,0,0,0
YDR265W,ORF-V,0,0,0,0,0
YBR084W,ORF-V,0,0,0,0,0
YPR192W,ORF-V,0,0,0,0,0
YNL017C,ORF-DU,0,0,0,0,0
YOR226C,ORF-V,0,0,0,0,0
YML035C-A,ORF-DU,0,0,0,0,0
YBR173C,ORF-V,0,0,0,0,0
YGR038W,ORF-V,0,0,0,0,0
YCL008C,ORF-V,0,0,0,0,0
YLR228C,ORF-V,0,0,0,0,0
YJL206C-A,ORF-V,0,0,0,0,0
YER132C,ORF-V,0,0,0,0,0
YHL017W,ORF-U,0,0,0,0,0
YMR193C-A,ORF-U,0,0,0,0,0
YBR119W,ORF-V,0,0,0,0,0
YLR253W,ORF-V,0,0,0,0,0
YJR002W,ORF-V,1,1,1,3,1
YER103W,ORF-V,0,0,0,0,0
YOR355W,ORF-V,0,0,0,0,0
YIL095W,ORF-V,0,0,0,0,0
YGL171W,ORF-V,1,1,1,3,1
YHL029C,ORF-U,0,0,0,0,0
YIL160C,ORF-V,0,0,0,0,0
YDR343C,ORF-V,0,0,0,0,0
YKR025W,ORF-V,1,1,1,3,1
YFR056C,ORF-DU,0,0,0,0,0
YDR358W,ORF-V,0,0,0,0,0
YFLWTY2-1,LTR,0,0,0,0,0
YKL176C,ORF-V,0,0,0,0,0
YLR337C,ORF-V,0,0,0,0,0
YDL158C,ORF-DU,0,0,0,0,0
YHR072W,ORF-V,1,1,1,3,1
YPL120W,ORF-V,1,0,0,1,1
YKL086W,ORF-V,0,0,0,0,0
YBL093C,ORF-V,0,0,0,0,0
YJR094C,ORF-V,0,0,0,0,0
YLR347C,ORF-V,1,1,1,3,1
YGR171C,ORF-V,0,0,0,0,0
YCR003W,ORF-V,0,0,0,0,0
YGL093W,ORF-V,1,1,1,3,1
YLR357W,ORF-V,0,0,0,0,0
YIL065C,ORF-V,0,0,0,0,0
YPL173W,ORF-V,0,0,0,0,0
YHRWDELTA13,LTR,0,0,0,0,0
YML107C,ORF-V,0,0,0,0,0
YKR065C,ORF-V,0,0,0,0,0
YPLWDELTA3,LTR,0,0,0,0,0
YDR252W,ORF-V,0,0,0,0,0
YBL091C,ORF-V,0,0,0,0,0
YGLWDELTA7,LTR,0,0,0,0,0
YHL006C,ORF-V,0,0,0,0,0
YMR019W,ORF-V,0,0,0,0,0
YPR081C,ORF-V,0,0,0,0,0
YER066W,ORF-U,0,0,0,0,0
YER008C,ORF-V,1,0,1,2,1
YDR066C,ORF-V,0,0,0,0,0
YKL180W,ORF-V,1,1,1,3,1
YMR030W,ORF-V,0,0,0,0,0
YDL130W,ORF-V,0,0,0,0,0
YLR430W,ORF-V,1,1,1,3,1
SNR74,snoRNA gene,0,0,0,0,0
YBR290W,ORF-V,0,0,0,0,0
TA(AGC)L,tRNA gene,0,0,0,0,0
YJL027C,ORF-U,0,0,0,0,0
YDL199C,ORF-U,0,0,0,0,0
YBR214W,ORF-V,0,0,0,0,0
TG(CCC)O,tRNA gene,0,0,0,0,0
YNL164C,ORF-V,0,0,0,0,0
TQ(UUG)C,tRNA gene,0,0,0,0,0
YDL034W,ORF-DU,0,0,0,0,0
YPR150W,ORF-DU,0,0,0,0,0
YPL046C,ORF-V,0,0,0,0,0
YMR268C,ORF-V,1,1,1,3,1
YGR252W,ORF-V,1,0,0,1,1
YLL061W,ORF-V,0,0,0,0,0
YHR114W,ORF-V,0,0,0,0,0
YNL244C,ORF-V,1,1,1,3,1
YNR075W,ORF-V,0,0,0,0,0
YER007C-A,ORF-V,0,0,0,0,0
YDR113C,ORF-V,1,1,1,3,1
YGL014W,ORF-V,1,0,1,2,1
YDL102W,ORF-V,1,1,1,3,1
YML121W,ORF-V,0,0,0,0,0
YJL058C,ORF-V,0,0,0,0,0
YNL058C,ORF-U,0,0,0,0,0
YLR062C,ORF-DU,0,0,0,0,0
YIL097W,ORF-V,0,0,0,0,0
YER084W,ORF-U,0,0,0,0,0
YDR064W,ORF-V,1,1,1,3,1
YNL272C,ORF-V,1,1,1,3,1
YOL100W,ORF-V,1,0,0,1,1
YHL001W,ORF-V,0,0,0,0,0
YOR094W,ORF-V,0,0,0,0,0
YOR176W,ORF-V,1,1,1,3,1
YPL010W,ORF-V,1,1,1,3,1
YPL081W,ORF-V,0,0,0,0,0
YJL214W,ORF-V,0,0,0,0,0
YHR138C,ORF-V,0,0,0,0,0
YLR036C,ORF-U,0,0,0,0,0
YHR043C,ORF-V,0,0,0,0,0
YNR068C,ORF-U,0,0,0,0,0
YOL057W,ORF-V,0,0,0,0,0
YER107C,ORF-V,0,0,0,0,0
YDL009C,ORF-U,0,0,0,0,0
YOL081W,ORF-V,0,0,0,0,0
YGL201C,ORF-V,1,1,1,3,1
YDRCDELTA6A,LTR,0,0,0,0,0
YGL098W,ORF-V,1,1,1,3,1
YLR427W,ORF-V,0,0,0,0,0
YGL141W,ORF-V,0,0,0,0,0
YPL059W,ORF-V,0,0,0,0,0
YJR024C,ORF-V,0,0,0,0,0
YLR094C,ORF-V,0,0,0,0,0
YBL018C,ORF-V,1,1,1,3,1
YKL194C,ORF-V,0,0,0,0,0
YER046W,ORF-V,0,0,0,0,0
YHR199C,ORF-V,0,0,0,0,0
YBR044C,ORF-V,0,0,0,0,0
YKL147C,ORF-DU,0,0,0,0,0
YKL002W,ORF-V,0,0,0,0,0
YNL147W,ORF-V,1,0,0,1,1
YCL048W,ORF-V,0,0,0,0,0
YDR199W,ORF-DU,0,0,0,0,0
YNL177C,ORF-V,0,0,0,0,0
YHR059W,ORF-V,0,0,0,0,0
YOR004W,ORF-V,1,1,1,3,1
YGR248W,ORF-V,0,0,0,0,0
YOR142W,ORF-V,0,0,0,0,0
YCR092C,ORF-V,0,0,0,0,0
YLR262C,ORF-V,0,0,0,0,0
YNL034W,ORF-U,0,0,0,0,0
YPR017C,ORF-V,0,0,0,0,0
YHR147C,ORF-V,0,0,0,0,0
YDR531W,ORF-V,1,1,1,3,1
YOL145C,ORF-V,0,0,0,0,0
YBL049W,ORF-V,0,0,0,0,0
YPR139C,ORF-V,0,0,0,0,0
YGL102C,ORF-DU,1,1,0,2,1
YJR018W,ORF-DU,0,0,0,0,0
YDL095W,ORF-V,0,0,0,0,0
YFL018C,ORF-V,0,0,0,0,0
YDR260C,ORF-V,0,0,0,0,0
YNL306W,ORF-V,1,1,1,3,1
YNL148C,ORF-V,0,0,0,0,0
YDR249C,ORF-U,0,0,0,0,0
YOR131C,ORF-V,0,0,0,0,0
YJL023C,ORF-V,0,0,0,0,0
YMR265C,ORF-U,0,0,0,0,0
YBR211C,ORF-V,1,1,1,3,1
YJR116W,ORF-U,0,0,0,0,0
YMR129W,ORF-V,0,0,0,0,0
YPR097W,ORF-V,0,0,0,0,0
YJR083C,ORF-V,0,0,0,0,0
YKL029C,ORF-V,0,0,0,0,0
YGR005C,ORF-V,1,1,1,3,1
YDR051C,ORF-V,0,0,0,0,0
YNRCTAU3,LTR,0,0,0,0,0
YFL026W,ORF-V,0,0,0,0,0
YOR084W,ORF-V,0,0,0,0,0
YDR485C,ORF-V,0,0,0,0,0
YNL138W,ORF-V,1,0,0,1,1
CEN4,centromere,0,0,0,0,0
YKL114C,ORF-V,0,0,0,0,0
YBR104W,ORF-V,0,0,0,0,0
YER119C-A,ORF-DU,0,0,0,0,0
YDR124W,ORF-U,0,0,0,0,0
YER041W,ORF-V,0,0,0,0,0
YNR012W,ORF-V,0,0,0,0,0
YNL222W,ORF-V,1,1,1,3,1
YDR304C,ORF-V,0,0,0,0,0
YKL007W,ORF-V,0,0,0,0,0
YOL088C,ORF-V,0,0,0,0,0
YDR525W-A,ORF-V,0,0,0,0,0
YDR474C,ORF-M,0,0,0,0,0
YOR011W,ORF-V,0,0,0,0,0
YGLWDELTA4,LTR,0,0,0,0,0
YFL042C,ORF-V,0,0,0,0,0
YNL257C,ORF-V,0,0,0,0,0
YKL036C,ORF-DU,1,0,0,1,1
YIL030C,ORF-V,0,0,0,0,0
YLR451W,ORF-V,0,0,0,0,0
YPL022W,ORF-V,0,0,0,0,0
YMR012W,ORF-V,0,0,0,0,0
YOR339C,ORF-V,0,0,0,0,0
YER162C,ORF-V,0,0,0,0,0
YLR421C,ORF-V,0,0,0,0,0
YGL116W,ORF-V,1,1,1,3,1
YJL187C,ORF-V,0,0,0,0,0
YLR395C,ORF-V,0,0,0,0,0
YMR073C,ORF-V,0,0,0,0,0
YNR045W,ORF-V,0,0,0,0,0
YMR324C,ORF-DU,0,0,0,0,0
YGR119C,ORF-V,1,1,1,3,1
YNL204C,ORF-V,0,0,0,0,0
YDL226C,ORF-V,0,0,0,0,0
YDR486C,ORF-V,0,0,0,0,0
YFR046C,ORF-V,0,0,0,0,0
YJR133W,ORF-V,0,0,0,0,0
YJR063W,ORF-V,0,0,0,0,0
YKR053C,ORF-V,0,0,0,0,0
YDR395W,ORF-V,1,0,0,1,1
YOR059C,ORF-V,0,0,0,0,0
YER122C,ORF-V,0,0,0,0,0
YJL013C,ORF-V,0,0,0,0,0
YBL103C,ORF-V,0,0,0,0,0
YBR027C,ORF-U,0,0,0,0,0
YER091C,ORF-V,0,0,0,0,0
YIR026C,ORF-V,0,0,0,0,0
YPR154W,ORF-V,0,0,0,0,0
SNR46,snoRNA gene,0,0,0,0,0
YKL128C,ORF-V,0,0,0,0,0
YCR009C,ORF-V,0,0,0,0,0
YLR318W,ORF-V,0,0,0,0,0
YCL035C,ORF-V,0,0,0,0,0
YPL146C,ORF-V,1,0,1,2,1
YLR418C,ORF-V,0,0,0,0,0
YHR021W-A,ORF-U,0,0,0,0,0
YGL024W,ORF-DU,0,0,0,0,0
YBR232C,ORF-DU,0,0,0,0,0
YAL030W,ORF-V,0,0,0,0,0
YBR112C,ORF-V,1,0,0,1,1
YDR373W,ORF-V,1,1,1,3,1
YJL192C,ORF-V,0,0,0,0,0
YLR208W,ORF-V,1,1,1,3,1
YHR002W,ORF-V,0,0,0,0,0
YBL086C,ORF-U,0,0,0,0,0
YJL145W,ORF-V,0,0,0,0,0
YLR060W,ORF-V,1,1,1,3,1
YGR205W,ORF-V,0,0,0,0,0
YOR056C,ORF-V,1,1,1,3,1
YPL260W,ORF-V,0,0,0,0,0
YML056C,ORF-V,0,0,0,0,0
YNL100W,ORF-V,0,0,0,0,0
YMR176W,ORF-V,0,0,0,0,0
YNL023C,ORF-V,0,0,0,0,0
YMR325W,ORF-V,0,0,0,0,0
YPL089C,ORF-V,0,0,0,0,0
YKL113C,ORF-V,1,0,0,1,1
YPLWDELTA4,LTR,0,0,0,0,0
YKR039W,ORF-V,0,0,0,0,0
YBRWDELTA13,LTR,0,0,0,0,0
YLR164W,ORF-V,0,0,0,0,0
YHR154W,ORF-V,0,0,0,0,0
YBR059C,ORF-V,1,0,0,1,1
YGRCDELTA12,LTR,0,0,0,0,0
YBR286W,ORF-V,0,0,0,0,0
