Node,Label,SGD,OGEE,DEG,SOD,essential
YCR052W,ORF-V,1,1,1,3,1
YJL141C,ORF-V,0,0,0,0,0
YCR017C,ORF-V,0,0,0,0,0
YKR094C,ORF-V,0,0,0,0,0
YLR250W,ORF-V,0,0,0,0,0
YPR006C,ORF-V,0,0,0,0,0
YJR039W,ORF-U,0,0,0,0,0
YOR267C,ORF-V,0,0,0,0,0
YCR095C,ORF-U,0,0,0,0,0
YLR119W,ORF-V,0,0,0,0,0
YJL140W,ORF-V,0,0,0,0,0
YDL166C,ORF-V,1,1,1,3,1
YKL070W,ORF-U,0,0,0,0,0
YGR283C,ORF-V,0,0,0,0,0
YKL117W,ORF-V,0,0,0,0,0
YKL165C,ORF-V,1,1,1,3,1
YIR020C,ORF-U,0,0,0,0,0
YGL218W,ORF-DU,0,0,0,0,0
YERWDELTA25,LTR,0,0,0,0,0
YPL155C,ORF-V,0,0,0,0,0
YGL079W,ORF-V,0,0,0,0,0
YER069W,ORF-V,0,0,0,0,0
YDR407C,ORF-V,1,1,1,3,1
YOR200W,ORF-DU,0,0,0,0,0
YNL097C,ORF-V,0,0,0,0,0
YLL046C,ORF-V,0,0,0,0,0
YJR052W,ORF-V,0,0,0,0,0
YMR163C,ORF-V,0,0,0,0,0
YMR186W,ORF-V,0,0,0,0,0
YLR454W,ORF-U,1,0,0,1,1
YLRCDELTA3,LTR,0,0,0,0,0
YIL156W,ORF-V,0,0,0,0,0
SNR69,snoRNA gene,0,0,0,0,0
YML128C,ORF-V,1,0,1,2,1
YCL064C,ORF-V,0,0,0,0,0
YJR118C,ORF-V,0,0,0,0,0
YCR050C,ORF-U,0,0,0,0,0
YOR207C,ORF-V,1,1,1,3,1
YPR020W,ORF-V,0,0,0,0,0
YPR168W,ORF-V,1,1,1,3,1
YFR024C-A,ORF-V,0,0,0,0,0
YOR291W,ORF-V,0,0,0,0,0
YCR069W,ORF-V,0,0,0,0,0
YML102C-A,ORF-DU,0,0,0,0,0
YHR074W,ORF-V,1,1,1,3,1
YLR368W,ORF-V,0,0,0,0,0
YIL087C,ORF-V,0,0,0,0,0
YIL128W,ORF-V,0,0,0,0,0
YNL116W,ORF-V,0,0,0,0,0
YKL014C,ORF-V,1,1,1,3,1
YNR019W,ORF-V,0,0,0,0,0
YLR064W,ORF-V,0,0,0,0,0
YOL105C,ORF-V,0,0,0,0,0
YMR211W,ORF-V,1,1,1,3,1
SNR4,snoRNA gene,0,0,0,0,0
YMR060C,ORF-V,0,0,0,0,0
YJR006W,ORF-V,1,1,1,3,1
YGL238W,ORF-V,1,1,1,3,1
YDRWTY2-3,LTR,0,0,0,0,0
YBR280C,ORF-V,0,0,0,0,0
YMLWDELTA6,LTR,0,0,0,0,0
YGR257C,ORF-V,0,0,0,0,0
YNL049C,ORF-V,0,0,0,0,0
YGL089C,ORF-V,0,0,0,0,0
YBR128C,ORF-V,1,0,0,1,1
YMR119W-A,ORF-DU,0,0,0,0,0
YNR073C,ORF-V,0,0,0,0,0
SNR31,snoRNA gene,0,0,0,0,0
YJL010C,ORF-V,1,1,1,3,1
YOR325W,ORF-DU,0,0,0,0,0
YBR220C,ORF-U,0,0,0,0,0
YLR191W,ORF-V,0,0,0,0,0
YCR053W,ORF-V,0,0,0,0,0
YDR179C,ORF-V,0,0,0,0,0
YBL036C,ORF-V,0,0,0,0,0
YGR082W,ORF-V,1,0,1,2,1
YDRWTY1-5,LTR,0,0,0,0,0
YNL091W,ORF-V,0,0,0,0,0
YDR216W,ORF-V,0,0,0,0,0
YGL019W,ORF-V,0,0,0,0,0
YER178W,ORF-V,0,0,0,0,0
YLR328W,ORF-V,0,0,0,0,0
YLR369W,ORF-V,0,0,0,0,0
YLR341W,ORF-V,0,0,0,0,0
YNL035C,ORF-V,0,0,0,0,0
YEL044W,ORF-V,1,0,0,1,1
YPR065W,ORF-V,0,0,0,0,0
YERCDELTA26,LTR,0,0,0,0,0
YJL050W,ORF-V,1,1,1,3,1
YLR195C,ORF-V,1,1,1,3,1
YBR135W,ORF-V,1,0,1,2,1
YCL065W,ORF-DU,0,0,0,0,0
YBR072W,ORF-V,0,0,0,0,0
YKL145W,ORF-V,1,1,1,3,1
YDR455C,ORF-DU,0,0,0,0,0
YLL022C,ORF-V,0,0,0,0,0
YKL215C,ORF-V,0,0,0,0,0
YMR064W,ORF-V,0,0,0,0,0
YGL055W,ORF-V,1,1,1,3,1
YMR216C,ORF-V,0,0,0,0,0
YNLCDELTA1,LTR,0,0,0,0,0
YGR049W,ORF-V,0,0,0,0,0
YER181C,ORF-V,0,0,0,0,0
YDR024W,ORF-DU,0,0,0,0,0
YOR257W,ORF-V,1,1,1,3,1
YDR232W,ORF-V,1,1,1,3,1
YBR082C,ORF-V,0,0,0,0,0
YOR028C,ORF-V,0,0,0,0,0
YGL049C,ORF-V,0,0,0,0,0
YGL153W,ORF-V,0,0,0,0,0
YDRCDELTA2,LTR,0,0,0,0,0
YAL018C,ORF-V,0,0,0,0,0
Q0120,ORF-V,0,0,0,0,0
TG(GCC)B,tRNA gene,0,0,0,0,0
YOLWTY1-1,LTR,0,0,0,0,0
YOR213C,ORF-V,0,0,0,0,0
YPR178W,ORF-V,1,1,1,3,1
YLL012W,ORF-V,0,0,0,0,0
YDL237W,ORF-V,0,0,0,0,0
YMR034C,ORF-V,0,0,0,0,0
YOR240W,ORF-M,0,0,0,0,0
YPR114W,ORF-U,0,0,0,0,0
YJL001W,ORF-V,1,1,1,3,1
YHL044W,ORF-U,0,0,0,0,0
YER080W,ORF-V,0,0,0,0,0
YNL021W,ORF-V,0,0,0,0,0
YGR233C,ORF-V,0,0,0,0,0
YLRWDELTA6,LTR,0,0,0,0,0
YGL263W,ORF-V,0,0,0,0,0
YBR143C,ORF-V,1,1,1,3,1
YOL123W,ORF-V,1,1,1,3,1
YDL029W,ORF-V,1,0,1,2,1
YNL063W,ORF-V,0,0,0,0,0
YPR053C,ORF-U,0,0,0,0,0
YMR138W,ORF-V,0,0,0,0,0
YMR222C,ORF-V,0,0,0,0,0
YBL057C,ORF-V,0,0,0,0,0
YPL055C,ORF-V,0,0,0,0,0
YJL020C,ORF-V,0,0,0,0,0
YOL048C,ORF-V,0,0,0,0,0
YLR371W,ORF-V,1,0,0,1,1
YGR165W,ORF-V,0,0,0,0,0
YKL200C,ORF-M,0,0,0,0,0
YNR016C,ORF-V,1,1,1,3,1
YOR187W,ORF-V,0,0,0,0,0
YGL080W,ORF-V,0,0,0,0,0
YNR030W,ORF-V,0,0,0,0,0
YGR046W,ORF-V,1,1,1,3,1
YCL001W,ORF-V,0,0,0,0,0
YLR187W,ORF-V,0,0,0,0,0
YJL052W,ORF-V,0,0,0,0,0
YLR091W,ORF-V,0,0,0,0,0
YPL252C,ORF-V,1,1,1,3,1
YPR184W,ORF-V,0,0,0,0,0
YGRWTY2-2,LTR,0,0,0,0,0
YEL011W,ORF-V,0,0,0,0,0
YNL102W,ORF-V,1,1,1,3,1
YBR132C,ORF-V,0,0,0,0,0
YIL145C,ORF-V,0,0,0,0,0
YOR067C,ORF-V,0,0,0,0,0
YDL036C,ORF-V,0,0,0,0,0
YLR332W,ORF-V,0,0,0,0,0
YHR163W,ORF-V,0,0,0,0,0
YJR061W,ORF-U,0,0,0,0,0
YBL060W,ORF-V,0,0,0,0,0
YER037W,ORF-V,0,0,0,0,0
YAL024C,ORF-V,0,0,0,0,0
YFL014W,ORF-V,0,0,0,0,0
YER152C,ORF-V,0,0,0,0,0
TG(GCC)C,tRNA gene,0,0,0,0,0
YAR066W,ORF-U,0,0,0,0,0
YGR224W,ORF-V,0,0,0,0,0
YOR126C,ORF-V,0,0,0,0,0
YGL203C,ORF-V,0,0,0,0,0
YOR125C,ORF-V,0,0,0,0,0
YNLWTAU2,LTR,0,0,0,0,0
YDR202C,ORF-V,0,0,0,0,0
YPL077C,ORF-U,0,0,0,0,0
YGR032W,ORF-V,0,0,0,0,0
YGR244C,ORF-V,1,0,1,2,1
YPR101W,ORF-V,1,0,0,1,1
YLR030W,ORF-U,0,0,0,0,0
YDR059C,ORF-V,0,0,0,0,0
YER044C,ORF-V,0,0,0,0,0
YNL008C,ORF-V,0,0,0,0,0
YDR512C,ORF-V,0,0,0,0,0
YDR538W,ORF-V,0,0,0,0,0
YLR103C,ORF-V,1,1,1,3,1
YGR103W,ORF-V,1,1,1,3,1
YKR098C,ORF-V,0,0,0,0,0
YDR453C,ORF-V,0,0,0,0,0
YOR129C,ORF-V,0,0,0,0,0
YLR297W,ORF-V,0,0,0,0,0
YPL197C,ORF-DU,0,0,0,0,0
YNL124W,ORF-V,1,1,1,3,1
YGL145W,ORF-V,1,1,1,3,1
YFR036W,ORF-V,0,0,0,0,0
YDL032W,ORF-DU,0,0,0,0,0
YBR190W,ORF-DU,1,1,0,2,1
YDR118W,ORF-V,1,1,1,3,1
YLR262C-A,ORF-V,0,0,0,0,0
YDR471W,ORF-V,0,0,0,0,0
YKL067W,ORF-V,0,0,0,0,0
YDRWDELTA19,LTR,0,0,0,0,0
YBL023C,ORF-V,1,1,1,3,1
YNR055C,ORF-V,0,0,0,0,0
YNL211C,ORF-U,0,0,0,0,0
YOR283W,ORF-V,0,0,0,0,0
YAL033W,ORF-V,1,1,1,3,1
YMR300C,ORF-V,0,0,0,0,0
YDR338C,ORF-U,0,0,0,0,0
YJR143C,ORF-V,0,0,0,0,0
YBR116C,ORF-DU,0,0,0,0,0
YDR017C,ORF-V,0,0,0,0,0
YGR018C,ORF-U,0,0,0,0,0
YOR161C,ORF-V,0,0,0,0,0
YDR033W,ORF-V,0,0,0,0,0
YIL009W,ORF-V,0,0,0,0,0
YDR308C,ORF-V,1,1,1,3,1
YKL210W,ORF-V,1,1,1,3,1
YBL026W,ORF-V,1,1,1,3,1
YBR025C,ORF-V,0,0,0,0,0
YOR295W,ORF-V,1,0,0,1,1
YBR170C,ORF-V,1,0,0,1,1
YJR159W,ORF-V,0,0,0,0,0
YPR186C,ORF-V,1,1,1,3,1
YBR197C,ORF-V,0,0,0,0,0
YPR033C,ORF-V,1,1,1,3,1
YNL179C,ORF-DU,0,0,0,0,0
YDR468C,ORF-V,1,1,1,3,1
YDR440W,ORF-V,0,0,0,0,0
YIL133C,ORF-V,0,0,0,0,0
YLR407W,ORF-U,0,0,0,0,0
YDR226W,ORF-V,1,0,0,1,1
YCR066W,ORF-V,0,0,0,0,0
YNL120C,ORF-DU,0,0,0,0,0
YDR167W,ORF-V,1,1,1,3,1
YIL015W,ORF-V,0,0,0,0,0
YBR204C,ORF-V,0,0,0,0,0
YKL041W,ORF-V,0,0,0,0,0
YPL236C,ORF-V,0,0,0,0,0
YJLWDELTA1,LTR,0,0,0,0,0
YDRWDELTA20,LTR,0,0,0,0,0
CEN15,centromere,0,0,0,0,0
YPL276W,pseudogene,0,0,0,0,0
YLR303W,ORF-V,0,0,0,0,0
YOR327C,ORF-V,0,0,0,0,0
YPR122W,ORF-V,0,0,0,0,0
YBR158W,ORF-V,1,0,1,2,1
YKL044W,ORF-V,0,0,0,0,0
YOR272W,ORF-V,1,1,1,3,1
YKL012W,ORF-V,1,1,1,3,1
YCLWdelta2b,LTR,0,0,0,0,0
YDR325W,ORF-V,1,1,1,3,1
YLR435W,ORF-V,0,0,0,0,0
YKL207W,ORF-V,0,0,0,0,0
YHR075C,ORF-V,0,0,0,0,0
YOR110W,ORF-V,1,1,1,3,1
YER048C,ORF-V,0,0,0,0,0
YLR232W,ORF-DU,0,0,0,0,0
YER025W,ORF-V,1,1,1,3,1
YDR461W,ORF-V,0,0,0,0,0
YOR035C,ORF-V,0,0,0,0,0
YML084W,ORF-DU,0,0,0,0,0
YDL018C,ORF-V,0,0,0,0,0
YMR297W,ORF-V,0,0,0,0,0
YDL150W,ORF-V,1,1,1,3,1
YPRCTY1-2,LTR,0,0,0,0,0
YDRWDELTA24,LTR,0,0,0,0,0
YPL268W,ORF-V,1,0,0,1,1
YDR245W,ORF-V,0,0,0,0,0
YKL219W,ORF-V,0,0,0,0,0
YBR035C,ORF-V,0,0,0,0,0
YPL134C,ORF-V,0,0,0,0,0
YNL254C,ORF-V,0,0,0,0,0
YJR033C,ORF-V,0,0,0,0,0
YOR350C,ORF-V,0,0,0,0,0
YPL179W,ORF-V,0,0,0,0,0
YHR001W,ORF-V,0,0,0,0,0
YLR459W,ORF-V,1,1,1,3,1
YMR120C,ORF-V,0,0,0,0,0
YIL175W,pseudogene,0,0,0,0,0
YLR090W,ORF-V,0,0,0,0,0
YIL156w-a,ORF-DU,0,0,0,0,0
YCR054C,ORF-V,1,1,1,3,1
SNR58,snoRNA gene,0,0,0,0,0
YBR052C,ORF-V,0,0,0,0,0
YKL158W,ORF-M,0,0,0,0,0
YKR089C,ORF-V,0,0,0,0,0
YLR255C,ORF-U,0,0,0,0,0
YGL183C,ORF-V,0,0,0,0,0
YGR282C,ORF-V,1,0,0,1,1
YCR081W,ORF-V,0,0,0,0,0
YKR079C,ORF-V,1,1,1,3,1
YHR011W,ORF-V,0,0,0,0,0
YKL201C,ORF-V,0,0,0,0,0
YNL131W,ORF-V,1,0,1,2,1
YGR134W,ORF-V,0,0,0,0,0
YPR021C,ORF-V,0,0,0,0,0
YKR034W,ORF-V,0,0,0,0,0
YIR033W,ORF-V,0,0,0,0,0
YML024W,ORF-V,0,0,0,0,0
YMR231W,ORF-V,0,0,0,0,0
YMR090W,ORF-U,0,0,0,0,0
YOR388C,ORF-V,0,0,0,0,0
YOR027W,ORF-V,0,0,0,0,0
YKR069W,ORF-V,0,0,0,0,0
YDL140C,ORF-V,1,1,1,3,1
YMR007W,ORF-U,0,0,0,0,0
YKL052C,ORF-V,1,1,1,3,1
YGR272C,ORF-M,0,0,0,0,0
YNL055C,ORF-V,0,0,0,0,0
YER177W,ORF-V,0,0,0,0,0
YOR040W,ORF-V,0,0,0,0,0
YGL242C,ORF-V,0,0,0,0,0
YDR423C,ORF-V,0,0,0,0,0
YAL021C,ORF-V,0,0,0,0,0
YML105C,ORF-V,1,0,1,2,1
YMR189W,ORF-V,0,0,0,0,0
YGR061C,ORF-V,0,0,0,0,0
YDR528W,ORF-V,0,0,0,0,0
YOR192C,ORF-V,0,0,0,0,0
YNL172W,ORF-V,1,1,1,3,1
YAL063C,ORF-V,0,0,0,0,0
YEL055C,ORF-V,1,1,1,3,1
YDR340W,ORF-DU,0,0,0,0,0
TE(UUC)J,tRNA gene,0,0,0,0,0
YEL017C-A,ORF-V,0,0,0,0,0
YHLWDELTA2,LTR,0,0,0,0,0
YNL324W,ORF-DU,0,0,0,0,0
YLRWSIGMA2,LTR,0,0,0,0,0
YJR114W,ORF-DU,0,0,0,0,0
YDR511W,ORF-V,0,0,0,0,0
YOL104C,ORF-V,0,0,0,0,0
YHR014W,ORF-V,1,0,1,2,1
YOR196C,ORF-V,0,0,0,0,0
YPL065W,ORF-V,0,0,0,0,0
YDR044W,ORF-V,1,1,1,3,1
YNL247W,ORF-V,1,1,1,3,1
YPL024W,ORF-V,0,0,0,0,0
YJLWTAU2,LTR,0,0,0,0,0
YBR066C,ORF-V,0,0,0,0,0
YLL001W,ORF-V,0,0,0,0,0
YOR029W,ORF-U,0,0,0,0,0
YER113C,ORF-V,0,0,0,0,0
YOR326W,ORF-V,1,1,1,3,1
YDR515W,ORF-V,0,0,0,0,0
YDRCDELTA8,LTR,0,0,0,0,0
YBR264C,ORF-V,0,0,0,0,0
SNR62,snoRNA gene,0,0,0,0,0
YEL023C,ORF-U,0,0,0,0,0
YGL039W,ORF-V,0,0,0,0,0
YHR162W,ORF-V,0,0,0,0,0
YHL048W,ORF-V,0,0,0,0,0
YMR044W,ORF-V,0,0,0,0,0
YKL139W,ORF-V,1,0,0,1,1
YGR256W,ORF-V,0,0,0,0,0
YDR110W,ORF-V,0,0,0,0,0
YLR344W,ORF-V,0,0,0,0,0
YOR026W,ORF-V,1,0,0,1,1
YGR112W,ORF-V,0,0,0,0,0
YBR127C,ORF-V,0,0,0,0,0
YBR260C,ORF-V,0,0,0,0,0
YHL013C,ORF-V,0,0,0,0,0
YDL060W,ORF-V,1,1,1,3,1
YPL138C,ORF-V,0,0,0,0,0
YCL024W,ORF-V,0,0,0,0,0
YBR235W,ORF-V,0,0,0,0,0
YHR191C,ORF-V,0,0,0,0,0
YPL150W,ORF-U,0,0,0,0,0
YLR282C,ORF-DU,0,0,0,0,0
YLR166C,ORF-V,1,1,1,3,1
YJR150C,ORF-V,0,0,0,0,0
YDR541C,ORF-V,0,0,0,0,0
YFL055W,ORF-V,0,0,0,0,0
YOR268C,ORF-U,0,0,0,0,0
YPR100W,ORF-V,0,0,0,0,0
YIL116W,ORF-V,0,0,0,0,0
YHR131C,ORF-U,0,0,0,0,0
YBL091C-A,ORF-V,0,0,0,0,0
YAL039C,ORF-V,0,0,0,0,0
YIL177C,ORF-U,0,0,0,0,0
YNL209W,ORF-V,0,0,0,0,0
YLR313C,ORF-V,0,0,0,0,0
YIL046W,ORF-V,1,1,1,3,1
YDR406W,ORF-V,0,0,0,0,0
YFR003C,ORF-V,1,1,1,3,1
YHL016C,ORF-V,0,0,0,0,0
YBLCSIGMA1,LTR,0,0,0,0,0
YLR456W,ORF-U,0,0,0,0,0
YOR382W,ORF-V,0,0,0,0,0
YGR084C,ORF-V,0,0,0,0,0
YAL046C,ORF-V,0,0,0,0,0
YDR049W,ORF-V,0,0,0,0,0
YNL196C,ORF-V,0,0,0,0,0
YHRCDELTA6,LTR,0,0,0,0,0
YLR385C,ORF-V,0,0,0,0,0
YLL021W,ORF-V,0,0,0,0,0
YER125W,ORF-V,1,1,1,3,1
YDL097C,ORF-V,1,1,1,3,1
YFR011C,ORF-V,0,0,0,0,0
YGL217C,ORF-DU,0,0,0,0,0
YDR212W,ORF-V,1,1,1,3,1
YKR029C,ORF-V,0,0,0,0,0
YML102W,ORF-V,0,0,0,0,0
YLR464W,ORF-U,0,0,0,0,0
YOR356W,ORF-V,0,0,0,0,0
YOR369C,ORF-V,0,0,0,0,0
YNL181W,ORF-U,1,1,1,3,1
YPR032W,ORF-V,0,0,0,0,0
YNL308C,ORF-V,1,1,1,3,1
YBR249C,ORF-V,0,0,0,0,0
YDR366C,ORF-U,0,0,0,0,0
YNL284C,ORF-V,0,0,0,0,0
YBR005W,ORF-V,0,0,0,0,0
YJLWTAU1,LTR,0,0,0,0,0
YER174C,ORF-V,0,0,0,0,0
YKR078W,ORF-V,0,0,0,0,0
YLR009W,ORF-V,1,1,1,3,1
YDR131C,ORF-V,0,0,0,0,0
YBR120C,ORF-V,0,0,0,0,0
YLR125W,ORF-U,0,0,0,0,0
YELCDELTA3,LTR,0,0,0,0,0
YDR159W,ORF-V,0,0,0,0,0
YGR220C,ORF-V,0,0,0,0,0
YGR036C,ORF-V,0,0,0,0,0
YLL066C,ORF-U,0,0,0,0,0
YDR170C,ORF-V,1,1,1,3,1
YPL093W,ORF-V,1,1,1,3,1
YKL164C,ORF-V,0,0,0,0,0
YKL004W,ORF-V,1,1,1,3,1
YHR009C,ORF-V,1,0,0,1,1
YKR093W,ORF-V,0,0,0,0,0
YDR530C,ORF-V,0,0,0,0,0
YGR055W,ORF-V,0,0,0,0,0
YGL129C,ORF-V,0,0,0,0,0
YDL082W,ORF-V,0,0,0,0,0
YJR047C,ORF-V,0,0,0,0,0
YJR055W,ORF-V,0,0,0,0,0
SNR59,snoRNA gene,0,0,0,0,0
YDR050C,ORF-V,1,1,1,3,1
YKR006C,ORF-V,0,0,0,0,0
YER093C,ORF-V,1,1,1,3,1
YDR321W,ORF-V,0,0,0,0,0
YCR057C,ORF-V,1,1,1,3,1
YPRWDELTA21,LTR,0,0,0,0,0
YDR052C,ORF-V,1,1,1,3,1
YBR062C,ORF-U,0,0,0,0,0
YJR155W,ORF-V,0,0,0,0,0
YLR040C,ORF-V,0,0,0,0,0
YDRWDELTA26,LTR,0,0,0,0,0
YLR243W,ORF-V,1,1,1,3,1
YKL075C,ORF-U,0,0,0,0,0
YKL119C,ORF-V,0,0,0,0,0
YHR027C,ORF-V,1,1,0,2,1
YOL111C,ORF-V,0,0,0,0,0
YMR167W,ORF-V,0,0,0,0,0
YMR256C,ORF-V,0,0,0,0,0
YLR126C,ORF-V,0,0,0,0,0
YLRCDELTA9,LTR,0,0,0,0,0
YFL009W,ORF-V,1,1,1,3,1
YBR301W,ORF-V,0,0,0,0,0
YOR362C,ORF-V,1,1,1,3,1
YHR137W,ORF-V,0,0,0,0,0
YMR048W,ORF-V,0,0,0,0,0
YBR121C,ORF-V,1,1,1,3,1
YKL045W,ORF-V,1,1,1,3,1
YKL163W,ORF-V,0,0,0,0,0
YOR201C,ORF-V,0,0,0,0,0
YBR172C,ORF-V,0,0,0,0,0
YIR002C,ORF-V,0,0,0,0,0
YGL216W,ORF-V,0,0,0,0,0
YBL043W,ORF-V,0,0,0,0,0
YCR012W,ORF-V,1,1,1,3,1
YJR058C,ORF-V,0,0,0,0,0
YFR014C,ORF-V,0,0,0,0,0
YHR036W,ORF-V,1,1,1,3,1
YLR155C,ORF-V,0,0,0,0,0
YJR142W,ORF-V,0,0,0,0,0
YPR120C,ORF-V,1,0,1,2,1
YJL063C,ORF-V,0,0,0,0,0
YGR107W,ORF-DU,0,0,0,0,0
YLR315W,ORF-V,0,0,0,0,0
YHR049W,ORF-V,0,0,0,0,0
YPR004C,ORF-V,0,0,0,0,0
YHR081W,ORF-V,0,0,0,0,0
YDR436W,ORF-V,0,0,0,0,0
YHR071W,ORF-V,0,0,0,0,0
YEL029C,ORF-V,0,0,0,0,0
YMR183C,ORF-V,0,0,0,0,0
YIR041W,ORF-V,0,0,0,0,0
YMR269W,ORF-V,0,0,0,0,0
YLR348C,ORF-V,0,0,0,0,0
YML021C,ORF-V,0,0,0,0,0
YJR004C,ORF-V,0,0,0,0,0
YBR169C,ORF-V,0,0,0,0,0
YPL174C,ORF-V,0,0,0,0,0
YOL028C,ORF-V,0,0,0,0,0
YGL001C,ORF-V,1,1,1,3,1
YKR066C,ORF-V,0,0,0,0,0
YDR311W,ORF-V,1,1,1,3,1
YOR138C,ORF-V,0,0,0,0,0
YPL206C,ORF-V,0,0,0,0,0
YLR408C,ORF-V,0,0,0,0,0
YHR063C,ORF-V,0,0,0,0,0
YGL091C,ORF-V,1,1,1,3,1
YGRWTY3-1,LTR,0,0,0,0,0
YIL022W,ORF-V,1,1,1,3,1
YCL011C,ORF-V,0,0,0,0,0
YOR111W,ORF-U,0,0,0,0,0
YMR006C,ORF-V,0,0,0,0,0
YOR216C,ORF-V,0,0,0,0,0
YBL083C,ORF-DU,0,0,0,0,0
YBR043C,ORF-V,0,0,0,0,0
YPL213W,ORF-V,1,0,0,1,1
YPL143W,ORF-V,1,1,1,3,1
YHR200W,ORF-V,0,0,0,0,0
YLRCTY2-2,LTR,0,0,0,0,0
YGR004W,ORF-V,0,0,0,0,0
YDL198C,ORF-V,0,0,0,0,0
YGR052W,ORF-U,0,0,0,0,0
YIL040W,ORF-V,0,0,0,0,0
YKL191W,ORF-V,0,0,0,0,0
YNL165W,ORF-U,0,0,0,0,0
YBR006W,ORF-V,0,0,0,0,0
YNL006W,ORF-V,1,1,1,3,1
YDR187C,ORF-DU,1,1,0,2,1
YCL004W,ORF-V,1,1,1,3,1
YLR465C,ORF-DU,0,0,0,0,0
YPL264C,ORF-U,0,0,0,0,0
YDR307W,ORF-U,0,0,0,0,0
YNL228W,ORF-DU,0,0,0,0,0
YMR178W,ORF-V,0,0,0,0,0
YML113W,ORF-V,0,0,0,0,0
YNL054W,ORF-V,0,0,0,0,0
YERCDELTA15,LTR,0,0,0,0,0
YOL059W,ORF-V,0,0,0,0,0
YKL084W,ORF-V,0,0,0,0,0
YERCDELTA23,LTR,0,0,0,0,0
YDR454C,ORF-V,1,1,1,3,1
RDN5-1,rRNA gene,0,0,0,0,0
TG(GCC)M,tRNA gene,0,0,0,0,0
YML122C,ORF-U,0,0,0,0,0
YER182W,ORF-U,0,0,0,0,0
YER150W,ORF-V,0,0,0,0,0
YDR305C,ORF-V,0,0,0,0,0
YPR198W,ORF-V,0,0,0,0,0
YDR063W,ORF-V,0,0,0,0,0
YPL080C,ORF-U,0,0,0,0,0
YER188c-a,ORF-U,0,0,0,0,0
YGL181W,ORF-V,0,0,0,0,0
YEL045C,ORF-DU,0,0,0,0,0
YOR296W,ORF-U,0,0,0,0,0
YER106W,ORF-V,1,0,1,2,1
YDR495C,ORF-V,0,0,0,0,0
YPL180W,ORF-V,0,0,0,0,0
YDL200C,ORF-V,0,0,0,0,0
YBL053W,ORF-DU,0,0,0,0,0
YNR033W,ORF-V,0,0,0,0,0
YBL004W,ORF-V,1,1,1,3,1
YDR534C,ORF-V,0,0,0,0,0
YER120W,ORF-V,0,0,0,0,0
YBR289W,ORF-V,0,0,0,0,0
YGL226W,ORF-V,0,0,0,0,0
YCL025C,ORF-V,0,0,0,0,0
YDR337W,ORF-V,0,0,0,0,0
YKL003C,ORF-V,0,0,0,0,0
YOR177C,ORF-V,0,0,0,0,0
YKL206C,ORF-V,0,0,0,0,0
TG(GCC)E,tRNA gene,0,0,0,0,0
YPL034W,ORF-U,0,0,0,0,0
YNR047W,ORF-V,0,0,0,0,0
YLR089C,ORF-V,0,0,0,0,0
YPL255W,ORF-V,1,1,1,3,1
YDL012C,ORF-V,0,0,0,0,0
YDR472W,ORF-V,1,1,1,3,1
YKR022C,ORF-V,1,1,1,3,1
YJR062C,ORF-V,0,0,0,0,0
YMR093W,ORF-V,1,1,1,3,1
YGL103W,ORF-V,1,1,1,3,1
YDR259C,ORF-V,0,0,0,0,0
Ty3,retrotransposon,0,0,0,0,0
YOL130W,ORF-V,1,1,1,3,1
TA(AGC)D,tRNA gene,0,0,0,0,0
YAL058C-A,ORF-DU,0,0,0,0,0
YPL253C,ORF-V,1,0,0,1,1
YKR096W,ORF-V,0,0,0,0,0
YML085C,ORF-V,1,1,1,3,1
YLR431C,ORF-V,0,0,0,0,0
YGL154C,ORF-V,0,0,0,0,0
YGR047C,ORF-V,1,1,1,3,1
YDR388W,ORF-V,0,0,0,0,0
YIL053W,ORF-V,0,0,0,0,0
YGL030W,ORF-V,1,1,1,3,1
TQ(UUG)D2,tRNA gene,0,0,0,0,0
YLR434C,ORF-DU,0,0,0,0,0
YOL153C,BRF,0,0,0,0,0
YLR061W,ORF-V,0,0,0,0,0
YPL162C,ORF-U,0,0,0,0,0
YBR234C,ORF-V,1,0,1,2,1
YMR005W,ORF-V,1,1,1,3,1
YLR304C,ORF-V,0,0,0,0,0
YPL054W,ORF-V,0,0,0,0,0
YOL018C,ORF-V,0,0,0,0,0
YHR109W,ORF-V,0,0,0,0,0
YCL039W,ORF-V,0,0,0,0,0
YDR451C,ORF-V,0,0,0,0,0
YDR114C,ORF-U,0,0,0,0,0
YJR020W,ORF-DU,0,0,0,0,0
YERCDELTA8,LTR,0,0,0,0,0
YHR176W,ORF-V,0,0,0,0,0
YGL118C,ORF-U,0,0,0,0,0
YJL021C,ORF-M,0,0,0,0,0
YPL226W,ORF-V,0,0,0,0,0
YPR183W,ORF-V,1,1,1,3,1
YOR340C,ORF-V,1,1,1,3,1
YPR098C,ORF-V,0,0,0,0,0
YNL176C,ORF-V,0,0,0,0,0
YJL220W,ORF-DU,0,0,0,0,0
YGR054W,ORF-V,0,0,0,0,0
YLR007W,ORF-V,1,1,1,3,1
SNR79,snoRNA gene,0,0,0,0,0
YPR157W,ORF-U,0,0,0,0,0
SNR54,snoRNA gene,0,0,0,0,0
YDR228C,ORF-V,1,1,1,3,1
YNR074C,ORF-V,0,0,0,0,0
YNR065C,ORF-U,0,0,0,0,0
YMR280C,ORF-V,0,0,0,0,0
YDR241W,ORF-DU,1,0,0,1,1
