Node,Label
YPL026C,ORF-V
YDL234C,ORF-V
YCR068W,ORF-V
YGL023C,ORF-V
YAL009W,ORF-V
YGR086C,ORF-V
YNL298W,ORF-V
SNR76,snoRNA gene
YOR324C,ORF-V
YOL029C,ORF-U
YLR264W,ORF-V
YDR299W,ORF-V
YBR292C,ORF-U
YMR188C,ORF-V
YDL137W,ORF-V
YCR038C,ORF-V
YLL064C,ORF-V
YDR429C,ORF-V
YIL121W,ORF-V
YNL227C,ORF-V
YNL039W,ORF-V
YDR238C,ORF-V
YJR144W,ORF-V
YPR050C,ORF-DU
YML058C-A,ORF-DU
YNL184C,ORF-U
YPL196W,ORF-V
YJR019C,ORF-V
YLR211C,ORF-V
YIL100W,ORF-DU
YJL180C,ORF-V
YOR217W,ORF-V
YMR282C,ORF-V
YGR104C,ORF-V
YDR029W,ORF-U
YGL131C,ORF-V
YOLCDELTA7,LTR
YNL135C,ORF-V
YJL100W,ORF-V
YOR066W,ORF-V
YOR241W,ORF-V
YDR209C,ORF-U
YML075C,ORF-V
YIR008C,ORF-V
YGL235W,ORF-U
YFL005W,ORF-V
YLRWDELTA22,LTR
YCLWOMEGA1,LTR
YCR086W,ORF-V
YNL014W,ORF-V
YBL105C,ORF-V
YJR001W,ORF-V
YDL003W,ORF-V
YIL149C,ORF-V
YDR424C,ORF-V
YBR109C,ORF-V
YOR130C,ORF-V
YGL094C,ORF-V
YDL118W,ORF-DU
YBR024W,ORF-V
YKL033W-A,ORF-V
YBR091C,ORF-V
YARCDELTA4,LTR
TH(GUG)K,tRNA gene
YMR008C,ORF-V
YOR383C,ORF-V
YBR034C,ORF-V
YHR218W,ORF-U
YNL289W,ORF-V
YMR312W,ORF-V
YNL336W,ORF-V
YKL109W,ORF-V
YLR078C,ORF-V
YPR001W,ORF-V
YGR230W,ORF-V
YPL090C,ORF-V
YGL033W,ORF-V
YOL110W,ORF-V
YLR270W,ORF-V
YLRWDELTA11,LTR
YPR160W,ORF-V
YBR053C,ORF-U
YBR259W,ORF-V
YGR160W,ORF-DU
YCR020C,ORF-V
YKL146W,ORF-V
YLR438C-A,ORF-V
YGR135W,ORF-V
YJR111C,ORF-V
YOR046C,ORF-V
YJL037W,ORF-V
YDR367W,ORF-V
YJR131W,ORF-V
YGR044C,ORF-V
YAR030C,ORF-DU
YOR104W,ORF-V
YLR336C,ORF-V
CEN12,centromere
YOR282W,ORF-DU
YIR034C,ORF-V
YDL160C,ORF-V
YLR339C,ORF-DU
YDL093W,ORF-V
YMR075W,ORF-V
YCL029C,ORF-V
YOR150W,ORF-V
YDR350C,ORF-V
YOR098C,ORF-V
YDR413C,ORF-DU
YNL079C,ORF-V
YOR153W,ORF-V
SNR36,snoRNA gene
YGL117W,ORF-U
YDR525W,ORF-U
YGR214W,ORF-V
YAL055W,ORF-V
YFR051C,ORF-V
YHR035W,ORF-V
YPR181C,ORF-V
YPL128C,ORF-V
YGR269W,ORF-DU
YGR232W,ORF-V
YCR065W,ORF-V
YIR031C,ORF-V
YFR019W,ORF-V
YOR137C,ORF-V
YLL037W,ORF-DU
YKL131W,ORF-DU
YBRCDELTA14,LTR
YBR131W,ORF-V
YLR115W,ORF-V
YBR162W-A,ORF-V
YDR205W,ORF-V
YLR370C,ORF-V
YIL115C,ORF-V
YOR179C,ORF-V
YOR294W,ORF-V
YLR381W,ORF-V
YDRCDELTA22,LTR
YBR073W,ORF-V
YHR077C,ORF-V
YBR191W,ORF-V
YPR083W,ORF-V
YBR102C,ORF-V
YIL034C,ORF-V
SNR60,snoRNA gene
YOL027C,ORF-V
YJR084W,ORF-V
YKL157W,ORF-V
YBR086C,ORF-V
YOR015W,ORF-U
YMR134W,ORF-V
YPL189W,ORF-V
YCR013C,ORF-DU
YER148W,ORF-V
YGL016W,ORF-V
SNR19,snRNA gene
ARS121,ARS
YDR266C,ORF-V
YDL096C,ORF-DU
YIL068C,ORF-V
YMR031C,ORF-V
YBR246W,ORF-V
YOR162C,ORF-V
YDR067C,ORF-U
YLR084C,ORF-V
YJL082W,ORF-V
YIL124W,ORF-V
YLR384C,ORF-V
YPL023C,ORF-V
YNL252C,ORF-V
YHR049C-A,ORF-DU
YPR076W,ORF-DU
YDL073W,ORF-V
YDR464W,ORF-V
YDL041W,ORF-DU
YDR144C,ORF-V
YER044C-A,ORF-V
YHR088W,ORF-V
YLR219W,ORF-V
YKL064W,ORF-V
YKR018C,ORF-V
YFL043C,ORF-M
YMR168C,ORF-V
MAL23,NA
RPR1,ncRNA gene
YNR004W,ORF-V
YOL075C,ORF-V
YOL001W,ORF-V
YJL084C,ORF-V
YGR189C,ORF-V
YGR045C,ORF-U
YGR011W,ORF-DU
YGR263C,ORF-V
YDR503C,ORF-V
YPR172W,ORF-U
YBL040C,ORF-V
YPL219W,ORF-V
YJR025c-a,NA
YGL060W,ORF-V
YDL070W,ORF-V
YAL012W,ORF-V
YDR058C,ORF-V
YML060W,ORF-V
YPL126W,ORF-V
YDR326C,ORF-V
YDL057W,ORF-U
YKR001C,ORF-V
YDR262W,ORF-U
YMR083W,ORF-V
YER171W,ORF-V
YNL167C,ORF-V
YFRWDELTA7,LTR
YBR076W,ORF-V
YLL047W,ORF-DU
YBR019C,ORF-V
YCR083W,ORF-V
YJL130C,ORF-V
YPL050C,ORF-V
YDR005C,ORF-V
YBR252W,ORF-V
YIL019W,ORF-V
YPL246C,ORF-V
YPR121W,ORF-V
YBR161W,ORF-V
YKL149C,ORF-V
YGR193C,ORF-V
YDL085W,ORF-V
YBL092W,ORF-V
YLRWDELTA23,LTR
YJR101W,ORF-V
YML106W,ORF-V
YBR013C,ORF-U
YPR147C,ORF-V
YNL130C,ORF-V
YEL043W,ORF-V
YPL249C-A,ORF-V
YAL022C,ORF-V
YJL110C,ORF-V
YMR067C,ORF-V
YML127W,ORF-V
YPR007C,ORF-V
YLR401C,ORF-V
YER105C,ORF-V
YLL039C,ORF-V
YHR079C-A,ORF-V
YKL160W,ORF-V
YGR177C,ORF-V
YPL053C,ORF-V
YBR037C,ORF-V
YBRWDELTA17,LTR
TG(GCC)J1,tRNA gene
YJR152W,ORF-V
YAR042W,ORF-V
YGL134W,ORF-V
YDR483W,ORF-V
YDR111C,ORF-U
YPL156C,ORF-V
YDR480W,ORF-V
YLR052W,ORF-V
YBR038W,ORF-V
YLR131C,ORF-V
YEL049W,ORF-V
YHR104W,ORF-V
YCR048W,ORF-V
YER051W,ORF-V
YMR227C,ORF-V
YDR270W,ORF-V
YLR222C,ORF-V
YPR125W,ORF-V
YPL235W,ORF-V
YPL163C,ORF-V
YNR027W,ORF-V
YBR016W,ORF-V
YKR081C,ORF-V
YIR021W,ORF-V
YPRCDELTA18,LTR
YDR190C,ORF-V
YIR037W,ORF-V
YHR188C,ORF-V
YNL220W,ORF-V
YGL047W,ORF-V
YDR439W,ORF-V
YKL028W,ORF-V
YLL016W,pseudogene
YMR150C,ORF-V
SNR45,snoRNA gene
YMR052C-A,ORF-DU
YCL057c-a,ORF-V
TG(UCC)O,tRNA gene
YAR029W,ORF-U
YAL007C,ORF-V
YDR155C,ORF-V
YKR095W,ORF-V
YFL054C,ORF-U
YFR005C,ORF-V
YDL066W,ORF-V
YNR015W,ORF-V
YPR201W,ORF-V
YAL038W,ORF-V
YJL097W,ORF-V
YIL148W,ORF-V
YGR261C,ORF-V
YBR153W,ORF-V
YDL076C,ORF-V
YEL046C,ORF-V
YNL199C,ORF-V
YLR247C,ORF-V
YJL143W,ORF-V
YPR082C,ORF-V
YDL154W,ORF-V
YLR287C-A,ORF-V
YGR265W,ORF-DU
YMR199W,ORF-V
YDRCDELTA4,LTR
YERWDELTA22,LTR
YNL042W,ORF-V
YDR524C,ORF-V
YNL195C,ORF-U
YGR247W,ORF-V
YML031W,ORF-V
YDL104C,ORF-V
YAL027W,ORF-V
YLR447C,ORF-V
YPL210C,ORF-V
YHR034C,ORF-V
YER165W,ORF-V
YPL242C,ORF-V
YGL031C,ORF-V
YMR308C,ORF-V
YDR477W,ORF-V
YMR038C,ORF-V
YPRWDELTA17,LTR
YGL247W,ORF-V
YNL025C,ORF-V
YDL167C,ORF-V
YML014W,ORF-V
YDR036C,ORF-V
YDR016C,ORF-V
YML006C,ORF-V
YGL254W,ORF-V
YER060w-A,ORF-V
YGL196W,ORF-V
YORCDELTA18,LTR
YLR013W,ORF-V
YJL147C,ORF-U
YGR037C,ORF-V
SNR71,snoRNA gene
YGR129W,ORF-V
YNL316C,ORF-V
YEL020C,ORF-V
YMR166C,ORF-V
YCR062W,ORF-M
YPR189W,ORF-V
YDR487C,ORF-V
YOR361C,ORF-V
YDL184C,ORF-V
YLR353W,ORF-V
YNL278W,ORF-V
YNL069C,ORF-V
YPL008W,ORF-V
YPR060C,ORF-V
YNL004W,ORF-V
YOR195W,ORF-V
YLR073C,ORF-V
YDR030C,ORF-V
YGR166W,ORF-V
YLR075W,ORF-V
YER053C,ORF-V
SNR38,snoRNA gene
YLR299W,ORF-V
YCR028C-A,ORF-V
YJR072C,ORF-V
YBL066C,ORF-V
YPR144C,ORF-V
YBR277C,ORF-DU
YPL064C,ORF-V
YHL034C,ORF-V
YLR019W,ORF-V
YLR412W,ORF-V
YNL282W,ORF-V
YBR209W,ORF-U
TS(AGA)L,tRNA gene
YOR227W,ORF-V
YJL064W,ORF-DU
YOR159C,ORF-V
YKL196C,ORF-V
YCL040W,ORF-V
YKR008W,ORF-V
YLR271W,ORF-U
YDL019C,ORF-V
YLL050C,ORF-V
YJR056C,ORF-V
YNL237W,ORF-V
YBR276C,ORF-V
YNL313C,ORF-V
YMR152W,ORF-V
YKR005C,ORF-U
YML008C,ORF-V
YLRCDELTA25,LTR
YGL234W,ORF-V
SNR67,snoRNA gene
YDL178W,ORF-V
YGLCDELTA1,LTR
YLR168C,ORF-V
YGL043W,ORF-V
YOR285W,ORF-V
YJR140C,ORF-V
YFL048C,ORF-V
YER077C,ORF-U
YBR094W,ORF-V
YMR061W,ORF-V
YJR007W,ORF-V
YDR287W,ORF-V
YLR058C,ORF-V
YBR164C,ORF-V
YJR045C,ORF-V
YDR524c-a,ORF-DU
YMR259C,ORF-V
YDL100C,ORF-V
YER016W,ORF-V
YNL052W,ORF-V
YLRCTAU1,LTR
YNL090W,ORF-V
YBR056w-a,ORF-U
YLR043C,ORF-V
YDR130C,ORF-V
YAL054C,ORF-V
YJR139C,ORF-V
YGL088W,ORF-U
YHL037C,ORF-U
YMR077C,ORF-V
YKL171W,ORF-V
YPRWSIGMA2,LTR
YNL112W,ORF-V
YNL153C,ORF-V
YPR171W,ORF-V
YLRCDELTA18,LTR
YNL122C,ORF-V
YOR198C,ORF-V
YGL069C,ORF-DU
YNL291C,ORF-V
SNR51,snoRNA gene
YHR010W,ORF-V
YJL042W,ORF-V
YOL051W,ORF-V
YOR279C,ORF-V
YER099C,ORF-V
YLR293C,ORF-V
YMR228W,ORF-V
YHR046C,ORF-V
YJR016C,ORF-V
YDR171W,ORF-V
YDL011C,ORF-DU
YGR048W,ORF-V
YKL076C,ORF-DU
YNL068C,ORF-V
YDR158W,ORF-V
YER097W,ORF-DU
YPL254W,ORF-V
YDL050C,ORF-DU
YOL047C,ORF-V
YNL168C,ORF-U
YDR292C,ORF-V
YGL106W,ORF-V
YER100W,ORF-V
YBLWDELTA3,LTR
YJL105W,ORF-V
YBR216C,ORF-V
YKL175W,ORF-V
YKL038W,ORF-V
YPL161C,ORF-V
YPL127C,ORF-V
YGL051W,ORF-V
YMR254C,ORF-U
YIR032C,ORF-V
YPR086W,ORF-V
YDR119W,ORF-U
YLR406C,ORF-V
YJL131C,ORF-V
YGR087C,ORF-V
YNL105W,ORF-DU
YOR243C,ORF-V
YOL124C,ORF-V
YLR397C,ORF-V
YHR068W,ORF-V
YKL190W,ORF-V
YKR017C,ORF-V
YKL042W,ORF-V
YOL152W,ORF-V
YCR022C,ORF-U
YER082C,ORF-V
YLR154C,ORF-V
YDL072C,ORF-V
YLL054C,ORF-U
YPR057W,ORF-V
YCL030C,ORF-V
YML002W,ORF-U
YMR137C,ORF-V
YJL060W,ORF-V
YPL125W,ORF-V
YNL038W,ORF-V
YDR425W,ORF-V
YPR027C,ORF-U
YLR283W,ORF-U
YHR052W,ORF-V
YLR081W,ORF-V
YLR004C,ORF-V
YHL050C,ORF-U
YIL049W,ORF-V
YLR379W,ORF-DU
YBR219C,ORF-U
YDR411C,ORF-V
YDL211C,ORF-U
YKR103W,ORF-V
YOLWSIGMA1,LTR
YMR236W,ORF-V
YJR102C,ORF-V
YER066C-A,ORF-DU
YNR053C,ORF-V
YKL063C,ORF-U
YJL007C,ORF-U
YML080W,ORF-V
YER015W,ORF-V
YPL194W,ORF-V
YMR200W,ORF-V
YGR279C,ORF-V
YNR050C,ORF-V
YMR172W,ORF-V
YDL218W,ORF-U
YPR143W,ORF-V
YAR015W,ORF-V
YHL019C,ORF-V
YNL251C,ORF-V
YOR016C,ORF-V
YDR255C,ORF-V
SNR189,snoRNA gene
YPR088C,ORF-V
YLRCDELTA24,LTR
YFL051C,ORF-U
YGL175C,ORF-V
YOR280C,ORF-V
YJL081C,ORF-V
YDL240W,ORF-V
YML093W,ORF-V
YBLWDELTA6,LTR
YFRCDELTA9,LTR
YDR076W,ORF-V
YGL160W,ORF-V
YER075C,ORF-V
YML100W-A,ORF-U
YDR381W,ORF-V
YML112W,ORF-V
YDR208W,ORF-V
YML073C,ORF-V
YBRCDELTA19,LTR
YER149C,ORF-V
TR(ACG)O,tRNA gene
SNR42,snoRNA gene
YML032C-A,ORF-DU
YDR145W,ORF-V
YMR143W,ORF-V
YCR041W,ORF-V
YOL070C,ORF-V
YNL192W,ORF-V
YOR074C,ORF-V
YGL034C,ORF-U
YFL037W,ORF-V
YOR234C,ORF-V
TA(AGC)K2,tRNA gene
YMRWDELTA16,LTR
YPL211W,ORF-V
YGL182C,ORF-DU
YEL061C,ORF-V
YLR463C,ORF-DU
YBL020W,ORF-V
YMR017W,ORF-V
YFR052W,ORF-V
YLR074C,ORF-V
YDL189W,ORF-V
YAL032C,ORF-V
YER088C,ORF-V
YCL066W,ORF-V
YDL128W,ORF-V
YPL144W,ORF-V
YOR394W,ORF-V
YMR059W,ORF-V
YMR110C,ORF-V
YBR206W,ORF-DU
YLR088W,ORF-V
YKL192C,ORF-V
YKL033W,ORF-V
YOR346W,ORF-V
YMR124W,ORF-V
YHR112C,ORF-V
YNL234W,ORF-V
YCL005W,ORF-V
YDR056C,ORF-U
YDR496C,ORF-V
YDR298C,ORF-V
YLR345W,ORF-U
YLR046C,ORF-U
YAL056W,ORF-V
YLR146C,ORF-V
RDN18-1,rRNA gene
YDR535C,ORF-DU
YLR106C,ORF-V
YCR087C-A,ORF-U
YPR051W,ORF-V
YMR097C,ORF-V
YKR041W,ORF-V
YBR193C,ORF-V
YJR075W,ORF-V
YNL205C,ORF-DU
YJR034W,ORF-V
YNL053W,ORF-V
YDL156W,ORF-V
YGR012W,ORF-V
YDR356W,ORF-V
YOL166C,ORF-DU
YHR066W,ORF-V
YHR180W,ORF-U
YER183C,ORF-V
YGL062W,ORF-V
YJLWDELTA8,LTR
TG(GCC)O2,tRNA gene
YDL026W,ORF-DU
YLR446W,ORF-U
YOR182C,ORF-V
YNL314W,ORF-V
YOL030W,ORF-V
YLR162W,ORF-V
YOLWDELTA10,LTR
YDR331W,ORF-V
YMR326C,ORF-DU
YDR178W,ORF-V
YMR319C,ORF-V
YGL236C,ORF-V
YIL032C,ORF-DU
YHL033C,ORF-V
YMLWDELTA5,LTR
YGL029W,ORF-V
YDR349C,ORF-V
YNL143C,ORF-U
YGL206C,ORF-V
TT(AGU)J,tRNA gene
YIL028W,ORF-DU
YLR077W,ORF-V
YPL001W,ORF-V
YNL301C,ORF-V
YPL099C,ORF-V
YMR119W,ORF-V
YOL131W,ORF-U
YGR111W,ORF-U
YGL095C,ORF-V
YMR209C,ORF-U
YHR023W,ORF-V
YEL076W-C,ORF-DU
YDL115C,ORF-V
TG(GCC)P2,tRNA gene
YBR090C-A,ORF-V
YER164W,ORF-V
YPL009C,ORF-V
YBR283C,ORF-V
YOR197W,ORF-V
TS(AGA)D2,tRNA gene
YML018C,ORF-V
YPL052W,ORF-V
YLR176C,ORF-V
YKR009C,ORF-V
YGR151C,ORF-DU
YJL041W,ORF-V
YHR136C,ORF-V
YHR006W,ORF-V
YER085C,ORF-U
YDL039C,ORF-V
YKL195W,ORF-V
YHL023C,ORF-V
YHR028C,ORF-V
YFR015C,ORF-V
YPL207W,ORF-V
YGL132W,ORF-DU
YKL018W,ORF-V
YML126C,ORF-V
YLL033W,ORF-V
YER136W,ORF-V
YER101C,ORF-V
YDR529C,ORF-V
YDR484W,ORF-V
YDR247W,ORF-V
YGR164W,ORF-U
YMR309C,ORF-V
YLL013C,ORF-V
YPL088W,ORF-U
YPL243W,ORF-V
YDL203C,ORF-V
YOR242C,ORF-V
YJR046W,ORF-V
YBL044W,ORF-U
YFR002W,ORF-V
YBL008W,ORF-V
YLRWDELTA12,LTR
YEL035C,ORF-U
YLR321C,ORF-V
YNL317W,ORF-V
YPR080W,ORF-V
YEL072W,ORF-V
YOR284W,ORF-V
YDL153C,ORF-V
YOR373W,ORF-V
YFR018C,ORF-U
YJL225C,ORF-U
YLR021W,ORF-V
YLRWDELTA10,LTR
YLR386W,ORF-V
YPR124W,ORF-V
YDR295C,ORF-V
YKL035W,ORF-V
YGR136W,ORF-V
YHR082C,ORF-V
YGR276C,ORF-V
YDR518W,ORF-V
YLR186W,ORF-V
CEN5,centromere
YJR119C,ORF-V
YMR187C,ORF-U
YMR009W,ORF-V
YMR039C,ORF-V
YPL191C,ORF-V
YGR260W,ORF-V
YGR188C,ORF-V
YDR083W,ORF-V
YOR006C,ORF-V
YPL205C,ORF-DU
YBL081W,ORF-U
YGL176C,ORF-U
YDL085c-a,ORF-U
YOR281C,ORF-V
YNL221C,ORF-V
YLRCDELTA21,LTR
YLR156W,ORF-U
YLR018C,ORF-V
YDL008W,ORF-V
YNL044W,ORF-V
YPR119W,ORF-V
SNR39,snoRNA gene
YJR141W,ORF-V
YJL006C,ORF-V
YDRWDELTA28,LTR
YOR099W,ORF-V
YFR042W,ORF-V
YER046w-a,ORF-DU
YDR437W,ORF-V
YAL061W,ORF-U
YCR102C,ORF-U
YAL035W,ORF-V
YGL076C,ORF-V
YHR169W,ORF-V
YMR239C,ORF-V
YMR287C,ORF-V
SNR78,snoRNA gene
YIR035C,ORF-U
YGRCTY1-3,LTR
YLL055W,ORF-V
YPL063W,ORF-V
YMRWDELTA19,LTR
YGRCDELTA16,LTR
YLR308W,ORF-V
YBR183W,ORF-V
YDL152W,ORF-DU
YDR488C,ORF-V
YML072C,ORF-V
YGL114W,ORF-U
YHRCDELTA11,LTR
YIL015C-A,ORF-U
YNL001W,ORF-V
YNR064C,ORF-V
YKL078W,ORF-V
YMR160W,ORF-V
YBR236C,ORF-V
YJR126C,ORF-V
YML004C,ORF-V
YERWDELTA12,LTR
YJL182C,ORF-DU
YCR102W-A,ORF-DU
YDR320C,ORF-V
YHL010C,ORF-V
YOR374W,ORF-V
YBR098W,ORF-V
YOL071W,ORF-V
YPRWTY1-3,LTR
YAL026C,ORF-V
YOR224C,ORF-V
YMR002W,ORF-V
YBR100W,ORF-M
YGRWSIGMA7,LTR
TT(UGU)P,tRNA gene
YLR171W,ORF-DU
YDL048C,ORF-V
YCR042C,ORF-V
YJR012C,ORF-U
YPL184C,ORF-V
YDR341C,ORF-V
YNL233W,ORF-V
YBR101C,ORF-V
YER155C,ORF-V
YJR079W,ORF-U
YGR268C,ORF-V
YGL195W,ORF-V
YOL006C,ORF-V
YIL152W,ORF-U
YGR040W,ORF-V
YMR081C,ORF-V
YKR015C,ORF-U
YMR121C,ORF-V
YOR075W,ORF-V
YBR160W,ORF-V
YPL004C,ORF-V
YKR070W,ORF-U
YBR274W,ORF-V
YDR020C,ORF-U
YNR023W,ORF-V
YLR037C,ORF-V
YPR170C,ORF-DU
YNL149C,ORF-V
YHR158C,ORF-V
YKL013C,ORF-V
YFR004W,ORF-V
YIL083C,ORF-V
YHR115C,ORF-V
YPL020C,ORF-V
YKL053C-A,ORF-V
YLR071C,ORF-V
YIL117C,ORF-V
YGL148W,ORF-V
YOR208W,ORF-V
YDR310C,ORF-V
YHR004C,ORF-V
YHL004W,ORF-V
YDL069C,ORF-V
YOR370C,ORF-V
YDR438W,ORF-V
YBR010W,ORF-V
YKL140W,ORF-V
YAR044W,ORF-M
YER023W,ORF-V
YDL224C,ORF-V
YBR168W,ORF-V
YBR015C,ORF-V
YKR080W,ORF-V
YOL014W,ORF-U
YIL006W,ORF-V
YIL104C,ORF-V
YDR285W,ORF-V
YFR031C,ORF-V
YBR278W,ORF-V
YLR130C,ORF-V
YFL047W,ORF-V
YCL058C,ORF-V
YELWDELTA6,LTR
YLR286C,ORF-V
YER092W,ORF-V
YHR195W,ORF-V
YMR047C,ORF-V
YJL118W,ORF-V
YLRWDELTA15,LTR
YPR059C,ORF-DU
TE(CUC)D,tRNA gene
YIL154C,ORF-V
YML114C,ORF-V
YCL026C-A,ORF-V
YCRWDELTA9,LTR
YLL011W,ORF-V
YFL052W,ORF-V
YKL121W,ORF-U
YNR008W,ORF-V
YOR061W,ORF-V
YKLCDELTA6,LTR
YOL033W,ORF-V
YPR199C,ORF-V
YOR193W,ORF-V
YGLCSIGMA1,LTR
YNL075W,ORF-V
YML055W,ORF-V
YGR203W,ORF-V
YDL052C,ORF-V
YOR064C,ORF-V
YPL185W,ORF-DU
YFR016C,ORF-V
YNL128W,ORF-V
YKL072W,ORF-V
YFR027W,ORF-V
YPL192C,ORF-V
YPL005W,ORF-V
YBL003C,ORF-V
YKL106W,ORF-V
YBR022W,ORF-V
YDL202W,ORF-V
YPL223C,ORF-V
YORCDELTA20,LTR
YBR079C,ORF-V
YBR159W,ORF-V
YPL148C,ORF-V
YGR277C,ORF-V
CEN10,centromere
YER062C,ORF-V
YLR241W,ORF-V
YJL223C,ORF-V
YNL186W,ORF-V
YDR469W,ORF-V
YKL127W,ORF-V
YAR014C,ORF-V
YGL262W,ORF-U
YNL132W,ORF-V
YJL134W,ORF-V
YMR085W,ORF-U
YMR253C,ORF-U
YJR035W,ORF-V
YBR021W,ORF-V
YHRCTY1-1,LTR
YGRWSIGMA6,LTR
YFR044C,ORF-V
YMRCTAU3,LTR
YMR286W,ORF-V
YDR300C,ORF-V
YCR099C,ORF-U
YMR197C,ORF-V
YNL047C,ORF-V
YGL223C,ORF-V
YFL034W,ORF-U
YCL006C,ORF-DE
YLL041C,ORF-V
YKR035C,ORF-DU
YLR296W,ORF-U
YDR042C,ORF-U
YAL049C,ORF-V
YBRWDELTA16,LTR
YMR063W,ORF-V
YLR403W,ORF-V
YDL215C,ORF-V
YMR177W,ORF-V
YBL082C,ORF-V
YBR261C,ORF-V
YML027W,ORF-V
YKL017C,ORF-V
YAR003W,ORF-V
YERCSIGMA4,LTR
YBL012C,ORF-DU
YIR023c-a,ORF-DU
YOR247W,ORF-V
YDR384C,ORF-V
YOR265W,ORF-V
YDR353W,ORF-V
CEN3,centromere
YOR063W,ORF-V
YGR208W,ORF-V
YMR194C-A,ORF-DU
YGL221C,ORF-V
YDL134C,ORF-V
YER137C,ORF-V
YPL035C,ORF-DU
YDR297W,ORF-V
YJL196C,ORF-V
YHL036W,ORF-V
YKL104C,ORF-V
YKR021W,ORF-V
YOR152C,ORF-V
YJL034W,ORF-V
YJL209W,ORF-V
YOR323C,ORF-V
YPL277C,ORF-U
YKL107W,ORF-V
YNR002C,ORF-V
TV(UAC)B,tRNA gene
YML033W,ORF-M
YPR169W,ORF-V
YER003C,ORF-V
YDR141C,ORF-V
YOL040C,ORF-V
YIL077C,ORF-U
YMR095C,ORF-V
TR(ACG)J,tRNA gene
YGL021W,ORF-V
YNL249C,ORF-V
YOR349W,ORF-V
YOL094C,ORF-V
YBR174C,ORF-DU
YOR024W,ORF-DU
YPR071W,ORF-U
YNL297C,ORF-V
YNR034w-a,ORF-V
YER186C,ORF-U
YKL047W,ORF-V
YCLWOMEGA2,LTR
YHR132C,ORF-V
TP(AGG)C,tRNA gene
YER020W,ORF-V
YLR373C,ORF-V
YPRCDELTA24,LTR
YGR116W,ORF-V
YML115C,ORF-V
YDL219W,ORF-V
YHR175W,ORF-V
YJR011C,ORF-U
YLR273C,ORF-V
YER175C,ORF-V
YMR255W,ORF-V
TE(UUC)B,tRNA gene
YLR426W,ORF-U
YBR126w-a,ORF-V
YDR175C,ORF-V
YHRCDELTA10,LTR
YBL075C,ORF-V
YPR173C,ORF-V
YFL008W,ORF-V
YNL141W,ORF-V
YKL152C,ORF-V
YLR302C,ORF-U
YPR161C,ORF-V
YPR009W,ORF-V
YGR079W,ORF-V
YHR062C,ORF-V
YAL025C,ORF-V
YDR013W,ORF-V
YBR001C,ORF-V
YHR108W,ORF-V
YDR227W,ORF-V
YDL164C,ORF-V
YJRWDELTA17,LTR
YHL022C,ORF-V
YOR144C,ORF-V
TG(GCC)D1,tRNA gene
YMR215W,ORF-V
YNL232W,ORF-V
YOR156C,ORF-V
YOL013W-A,ORF-U
YBR279W,ORF-V
YKL094W,ORF-V
YCL054W,ORF-V
YPR036W,ORF-V
YKL154W,ORF-V
YDR032C,ORF-V
YOR082C,ORF-DU
YER124C,ORF-V
YILWSIGMA3,LTR
YDR457W,ORF-V
YJR098C,ORF-U
YDL075W,ORF-V
YPL218W,ORF-V
YBL063W,ORF-V
YBL033C,ORF-V
SNR75,snoRNA gene
YGR016W,ORF-U
YMR035W,ORF-V
YMR323W,ORF-V
YOR165W,ORF-V
YBR070C,ORF-V
YBR133C,ORF-V
YOL078W,ORF-V
YBL042C,ORF-V
YNL240C,ORF-V
YGL058W,ORF-V
YLR425W,ORF-V
YNR063W,ORF-V
YOL142W,ORF-V
YKR044W,ORF-V
YBL107C,ORF-V
YER064C,ORF-V
YDR240C,ORF-V
YLR217W,ORF-DU
YGL249W,ORF-V
TE(UUC)P,tRNA gene
YNL235C,ORF-DU
YHR172W,ORF-V
YLR143W,ORF-V
YJL066C,ORF-V
YMR032W,ORF-V
YGR239C,ORF-V
YBR136W,ORF-V
YMR025W,ORF-V
YERWDELTA13,LTR
YNL335W,ORF-V
YJL171C,ORF-V
YGL209W,ORF-V
YHR106W,ORF-V
YDL206W,ORF-U
YDL236W,ORF-V
YGR169C,ORF-V
YNL007C,ORF-V
YFL044C,ORF-V
YNL022C,ORF-V
YLR188W,ORF-V
YILCDELTA1,LTR
YJL137C,ORF-V
YCL031C,ORF-V
YLR326W,ORF-U
YNL162W,ORF-V
YDR094W,ORF-DU
YGR131W,ORF-V
YMR252C,ORF-U
YMR190C,ORF-V
YGR085C,ORF-V
YNL118C,ORF-V
YIL113W,ORF-V
YDL087C,ORF-V
YML090W,ORF-DU
YHR098C,ORF-V
YOL127W,ORF-V
YOR181W,ORF-V
YDL123W,ORF-V
YCRCDELTA7,LTR
YIR003W,ORF-V
YLRCDELTA19,LTR
YIL131C,ORF-V
YDL051W,ORF-V
YKL071W,ORF-V
YCR035C,ORF-V
YDL243C,ORF-V
YMR299C,ORF-V
YCL074W,pseudogene
YLL008W,ORF-V
YNLWSIGMA2,LTR
YOR306C,ORF-V
YLR324W,ORF-V
YER018C,ORF-V
YGR146C,ORF-V
YDL090C,ORF-V
YEL010W,ORF-DU
YKR035W-A,ORF-V
YJL093C,ORF-V
YER031C,ORF-V
YLR100W,ORF-V
YCR014C,ORF-V
YGR216C,ORF-V
YDR466W,ORF-V
YBR250W,ORF-V
YMR285C,ORF-V
YOR092W,ORF-V
YOL125W,ORF-V
YOL031C,ORF-V
YIR006C,ORF-V
YPL012W,ORF-V
YPR038W,ORF-U
