Protein,Driver_Score,Degree_Score
YNL175C,0.999999999954826,39.0
YLR121C,0.8993122495175464,3.0
YOL010W,0.8637619135659834,32.0
YPL158C,0.8456881575031946,2.0
YLR460C,0.8251847597534182,10.0
YMR169C,0.8073546392245233,5.0
YBR152W,0.8026262581628935,41.0
YHL012W,0.7906793300103075,5.0
YNL327W,0.7810235512544746,3.0
YHR073W,0.7753240134544669,11.0
