Protein,Driver_Score,Degree_Score
YLR274W,0.9999999999408092,34.0
YLR212C,0.9074734292813912,3.0
YGR246C,0.857184065828684,6.0
YDR146C,0.8222321483700917,1.0
YOR304W,0.8114259780944648,17.0
YPL007C,0.7900480647659152,1.0
YLR033W,0.7856728234371912,80.0
YDR191W,0.7727337592387179,4.0
YDR359C,0.7616786487528858,10.0
YDR098C,0.7557585205449584,1.0
