Protein,Driver_Score,Degree_Score
YER127W,0.9999999999531918,36.0
YHR092C,0.9042066801291136,11.0
YDL051W,0.873013602551615,176.0
YKR090W,0.849826843621484,17.0
YMR061W,0.8209613005876395,97.0
YOL069W,0.8126388024327165,3.0
YMR230W,0.7989675540683948,123.0
YBR139W,0.7975234711462149,1.0
YLR321C,0.7821988713381248,64.0
YKR020W,0.7729630322527122,4.0
