Protein,Driver_Score,Degree_Score
YLR341W,0.9999999999512884,46.0
YDR312W,0.903383184508158,1.0
YGR263C,0.8746561661121508,64.0
YGR097W,0.8457246911272417,9.0
YOR206W,0.8350073293728831,139.0
YLR385C,0.8170909219309598,13.0
YGR167W,0.8015191203483781,2.0
YDR299W,0.7854225262396795,60.0
YGL113W,0.7794477243788698,9.0
YHR172W,0.7678298419022918,3.0
