Protein,Driver_Score,Degree_Score
YMR061W,0.999999999936612,1.0
YIL007C,0.8955348380201751,1.0
YPL211W,0.850201237303863,1.0
YMR102C,0.8251836273242019,1.0
YBR171W,0.8083436908669139,1.0
YNL023C,0.7955993138920181,2.0
YPR017C,0.7828086511312314,1.0
YHR035W,0.7740858589060836,1.0
YOR164C,0.7656856671965634,1.0
YBR252W,0.7585239419818612,1.0
