src_idx,dst_idx,weight
209,22,3.6326
70,658,3.6326
70,718,3.6326
70,498,3.6326
775,447,3.6326
348,881,3.6326
362,798,3.6326
577,204,3.6326
577,857,3.6326
658,814,3.6326
204,596,3.6326
439,201,3.6326
883,827,3.6326
883,531,3.6326
198,234,3.6326
198,675,3.6326
198,626,3.6326
198,435,3.6326
197,912,3.6326
250,485,3.6326
542,376,3.6326
87,626,3.6326
651,102,3.6326
651,103,3.6326
651,305,3.6326
651,851,3.6326
604,864,3.6326
400,370,3.6326
400,626,3.6326
400,332,3.6326
400,876,3.6326
108,626,3.6326
825,447,3.6326
880,132,3.6326
581,457,3.6326
422,376,3.6326
272,259,3.6326
67,899,3.6326
67,628,3.6326
574,722,3.6326
509,457,3.6326
193,858,3.6326
516,761,3.6326
26,364,3.6326
26,690,3.6326
629,878,3.6326
292,492,3.6326
224,253,3.6326
219,273,3.6326
626,864,3.6326
522,141,3.6326
332,249,3.6326
554,597,3.6326
864,77,3.6326
