protein,score
YBR278W,0.7244718306898962
YPL109C,0.7244290599018955
YDL191W,0.7244280164576382
YHR037W,0.7244074535592354
YNL239W,0.7244028262040393
YIL074C,0.7243945068198502
YNL099C,0.7243901744187506
YBR146W,0.7243575613618001
YOL147C,0.7243370088106568
YLR344W,0.724334028769845
YMR116C,0.7243222005075435
YNL183C,0.7243038766869697
YKL065C,0.7242999741629484
YER156C,0.7242983960127111
YKR031C,0.7242002093499494
YLR099C,0.7241916199908072
YNL085W,0.7241458092764411
YMR145C,0.7241064910748793
YER120W,0.7240820977612672
YML012W,0.724075726870382
YPR097W,0.7240716538894132
YBL033C,0.7240145422671805
YPR148C,0.7239970612718875
YBR263W,0.723981869113673
YPR029C,0.7239721413307562
YCR009C,0.7239416957411698
YLR150W,0.7239371909966893
YBL022C,0.72393048607769
YIL033C,0.7239278642365932
YGR132C,0.7239215338322434
YIR003W,0.7239028744679377
YPR145W,0.7239017999725841
YJL138C,0.723900697362506
YLR439W,0.7238820118811772
YNR036C,0.7238598653635997
YLR367W,0.72384947120327
YER053C,0.7238479440144556
YNL209W,0.7238450324433557
YMR089C,0.7238303558499793
YOR356W,0.7238262789710128
YHL001W,0.72381226272584
YOR303W,0.7237935442996382
YDL198C,0.7237681122901736
YNL168C,0.7237562436879335
YBR127C,0.7237244044347395
YHR025W,0.7237077370819159
YCR030C,0.7236955379339004
YMR297W,0.7236785511299889
YNR001C,0.7236649703844013
YEL051W,0.7236438091931667
YNL027W,0.7236357066418264
YDR135C,0.7236302947138099
YFL028C,0.7236273844505142
YGR193C,0.7235644787292851
YLR406C,0.7235204245859977
YDR382W,0.7235068435180653
YOR251C,0.7234920653575486
YML024W,0.723480037836285
YBR185C,0.7234521113328213
YGR149W,0.723438710491876
YMR246W,0.7234238456493393
YFL018C,0.7234136618040192
YGR232W,0.7233968754493966
YNR031C,0.7233938853741484
YGL031C,0.7233840178138569
YDR148C,0.7233759102623604
YBR103W,0.7233391871223079
YCR084C,0.7233297502699962
YFR010W,0.7233147007739495
YMR037C,0.723300096988627
YFL046W,0.7232741489624269
YKR054C,0.7232572353529664
YGR148C,0.723246683922452
YOR276W,0.723225100107329
YCR033W,0.723183126996193
YER031C,0.7231745328254652
YDL100C,0.7231564222591944
YER072W,0.7231453535023582
YKL100C,0.7231376093841424
YPR057W,0.7231112646968344
YJL004C,0.7230899274565381
YEL015W,0.7230841979577477
YGR178C,0.7230694189484163
YOR173W,0.7230481228239845
YDL099W,0.7230370774165592
YKL064W,0.7230367973991031
YBR001C,0.7230166000827711
YBR139W,0.723012884651404
YML124C,0.7229944045484137
YPR129W,0.7229513272169703
YEL036C,0.7229324796675353
YOR323C,0.7229304423964383
YPL111W,0.7229058216184906
YLR044C,0.7229016874150901
YOR316C,0.7228827348521284
YBR189W,0.7228616023915804
YPR051W,0.7228454994987039
YBR162C,0.7228319262938949
YLR301W,0.7228274802210434
YDR405W,0.722821287329315
YFR001W,0.7228204772675548
YER020W,0.7228168196473663
YDR074W,0.7228127157895572
YNL212W,0.722794421915156
