protein,score
YNL320W,0.9816194559385328
YPL178W,0.9816140742843381
YDL133W,0.9816113109138402
YLR346C,0.9816059203443452
YMR294W,0.981598227877981
YMR138W,0.981597935625656
YHR112C,0.9815970670291498
YNL214W,0.9815965612408375
YDR403W,0.9815961139663847
YOR226C,0.9815945428146726
YNL253W,0.9815934629924401
YPL219W,0.9815912569278595
YDR333C,0.9815843975354581
YBR141C,0.9815839213564027
YGR174C,0.9815779252773464
YBR201W,0.9815774734787739
YKL157W,0.9815761650299364
YPL188W,0.9815705081873664
YIL097W,0.9815687515194814
YPL097W,0.9815590709344488
YJR077C,0.9815580253934273
YDR285W,0.9815537766432986
YHR026W,0.9815497102752019
YLR056W,0.9815471891762892
YNR048W,0.9815449764564752
YGR081C,0.9815380119337773
YMR263W,0.9815263195824054
YDR110W,0.981525595295258
YGR062C,0.981522561132477
YJR110W,0.9815222467287973
YOR180C,0.9815206772887386
YGL037C,0.981519898782623
YNL193W,0.9815180370028557
YFL054C,0.9815169112160059
YOR358W,0.9815166801159804
YBR261C,0.9815094216885939
YBL059W,0.9815076507659113
YCR044C,0.9815041304919037
YNR024W,0.9815024653244577
YLR417W,0.9815012816225631
YPR156C,0.9815012782304094
YIL023C,0.9814976142457887
YFL047W,0.981496519034175
YGL139W,0.981496183248198
YKL109W,0.9814936513927461
YLR332W,0.9814872699707944
YLR156W,0.9814863348272909
YIL098C,0.9814853044099294
YOL016C,0.9814851063821051
YDR490C,0.9814844374093745
YIL049W,0.981479301514945
YER059W,0.9814785985268409
YBR186W,0.9814759031361476
YHR152W,0.9814735686343198
YGR117C,0.9814721278307419
YGR241C,0.9814714973938501
YDL024C,0.9814642335592219
YLR104W,0.9814626438804537
YPL154C,0.9814527447724305
YMR077C,0.9814524143938216
YOR380W,0.9814481525238122
YDR076W,0.9814447526502453
YJL138C,0.9814399670925412
YLR151C,0.981439490365795
YBL006C,0.9814271726589052
YNL166C,0.9814241869946736
YER177W,0.9814240609461965
YOL080C,0.9814230470472384
YGL254W,0.9814229670888778
YLR460C,0.9814185193445923
YPL013C,0.9814133570659733
YOL018C,0.9814125966000015
YMR163C,0.9814070752508315
YLR098C,0.9814052050373456
YBR282W,0.981404855558888
YBR231C,0.9814032878654441
YMR068W,0.9814025528895608
YNR001C,0.9813987800355737
YLR125W,0.9813987581690269
YJL159W,0.9813981095185152
YJL110C,0.9813973131411321
YFL026W,0.9813959353855495
YEL057C,0.9813952272506065
YDL204W,0.9813928680248487
YIL111W,0.9813905206323142
YPR119W,0.98138731085801
YNL015W,0.981384299317174
YOR197W,0.9813840956883783
YDR329C,0.9813837069996652
YGR192C,0.9813799527016499
YGR100W,0.9813796638370403
YJR134C,0.9813755018590367
YOL008W,0.9813739476460072
YIL134W,0.9813640191502588
YDR277C,0.9813638254951106
YDR174W,0.9813597687687785
YGR033C,0.9813586296716312
YBR020W,0.9813585780124159
YKR105C,0.981355661957392
YKR099W,0.9813556017914646
YLR263W,0.9813385058910581
YOR040W,0.9813368471200214
YBR242W,0.9813282826886981
YER031C,0.9813281760422388
YDR038C,0.9813238408202816
YGL259W,0.9813220195196491
YLR241W,0.9813194543151555
YNR009W,0.9813187006052178
YNL032W,0.9813159783142883
YPR030W,0.9813158764662785
YDR254W,0.9813158168475726
YGL229C,0.9813154352743214
YGR165W,0.9813121095506755
YLR350W,0.9813098683521414
YEL015W,0.9813085101440606
YOR178C,0.9813078700387209
YFR022W,0.9813034838918618
YDR357C,0.9813000124146989
YGL222C,0.9812995143728571
YDR252W,0.9812992345565833
YJL052W,0.9812969915564848
YLR325C,0.9812969282715713
YLR406C,0.9812960325611206
YLR031W,0.9812952850848992
YFL010C,0.9812949906750573
YHL021C,0.9812932368342445
YNL046W,0.9812930155715512
YBR008C,0.9812912418024798
YLR035C,0.9812910369259663
YMR184W,0.9812870855165329
YMR101C,0.9812862041050151
YDR072C,0.9812832483064441
YHR060W,0.98128188605821
YIR018W,0.981281784773362
YLR133W,0.9812791837954008
YGR193C,0.9812787127926307
YER114C,0.981276631232901
YBR249C,0.9812697133925423
YDL160C,0.9812680807848738
YIL084C,0.9812675767284019
YML042W,0.9812635116918422
YHR149C,0.9812597978180442
YPL222W,0.9812596236110807
YNL187W,0.9812563479998696
YCL051W,0.9812522442938243
YNL176C,0.981250689683923
YDR423C,0.9812504347367115
YPL174C,0.9812484216033326
YGL170C,0.9812436344476789
YPL077C,0.9812421535415355
YER119C,0.9812417769152769
YGL187C,0.9812390905341177
YKR089C,0.9812384108740282
YKL025C,0.9812381990097804
YBR045C,0.9812369643066778
YNL199C,0.9812361298197674
YJL219W,0.9812354222200905
YOL028C,0.981234500232431
YBR286W,0.9812322876940762
YHR156C,0.9812312471670933
YER078C,0.981229821950969
YHR004C,0.9812260300332184
YOR196C,0.98121764255181
YLR254C,0.9812164791978142
YOR242C,0.9812158405995766
YAR002C-A,0.9812137701029929
YIL053W,0.9812115470110955
YGR189C,0.9812114232355317
YBR180W,0.9812111190958134
YDL241W,0.9812090803303133
YOR079C,0.9812054607270254
YLL043W,0.9812048295622331
YBL104C,0.9812037226208855
YGL168W,0.981201987562561
YGR232W,0.98120180420422
YJL107C,0.9812015854861664
YDR307W,0.9812014616315576
YCL027W,0.9811999351611507
YGR166W,0.9811982539241006
YER143W,0.981196502681838
YOL015W,0.9811941732979316
YKL079W,0.9811900869012138
YMR215W,0.9811893802041426
YNL024C,0.9811883549920168
YPL003W,0.9811881509613626
YLR413W,0.9811869309807714
YDR536W,0.9811861098006187
YJR004C,0.9811860681082858
YNL196C,0.9811817190287205
YMR195W,0.9811803538763293
YGR187C,0.9811782281641112
YDR461W,0.9811768628823684
YKL163W,0.9811766176805846
YJL179W,0.9811726154756999
YJL192C,0.9811714023698163
YGR071C,0.9811711362853867
YOR097C,0.9811682410293554
YFR008W,0.981166902391558
YKL072W,0.9811666372413586
YKL126W,0.9811625235900032
YER129W,0.9811618291204361
YLR288C,0.9811617885697895
YKL168C,0.9811576088142183
YPL140C,0.9811571157624877
YCR016W,0.9811543722960537
YJR082C,0.9811537127659532
YJR058C,0.9811536910664984
YDL179W,0.9811525351621668
YIL039W,0.9811503548068731
YMR052W,0.9811501310563474
YOL095C,0.9811495559189314
YPR054W,0.9811494712488459
YDR446W,0.9811491439370884
YLR209C,0.9811457914261048
YAL058W,0.9811453286246126
YIL145C,0.981144358999296
YLR273C,0.9811424597007817
YNL070W,0.9811401237363445
YDR063W,0.981138440301607
YHR174W,0.9811373158140659
YGR199W,0.9811353503774976
YIL092W,0.9811329802522302
YJR079W,0.9811323761390917
YGR004W,0.9811316764977288
YJL065C,0.9811275474801973
YLR191W,0.981126917456202
YLR283W,0.9811269053966976
YLR309C,0.9811265924859945
YNR050C,0.9811245235500258
YGR036C,0.9811221390046517
YMR253C,0.9811210167393779
YBR077C,0.9811206237895934
YOR147W,0.9811202978563132
