index,protein,ec
179,YBL024W,8.390256817012526e-08
180,YML106W,0.0021591929936716063
181,YBR254C,0.000536863070596917
182,YFL045C,0.026451623454475146
183,YNL194C,0.005108986806701611
184,YBR246W,1.792315397559365e-05
185,YMR260C,5.734976782270403e-112
186,YER127W,0.017064216834543906
187,YDL204W,0.0003036393240742369
188,YNL176C,0.004887931933586739
189,YER011W,0.0022802808739355177
190,YKR037C,0.03460508413829833
191,YDL126C,0.0003115662598714848
192,YKL222C,1.7727475806199235e-05
193,YOR258W,0.0004397432409441057
194,YKL141W,0.0014206221540187304
195,YMR289W,1.3778326276164972e-92
196,YIR037W,0.0029394049587380417
197,YML043C,0.000153159857828257
198,YKR010C,0.0004049602419952419
199,YLR270W,7.11323756831536e-05
200,YDR140W,1.1965931656475931e-87
201,YGR071C,0.004914625814425141
202,YJL010C,2.2065953443686544e-05
203,YHR107C,2.5539269183720605e-76
204,YMR093W,0.00011837539297068856
205,YBL068W,1.2097023859724702e-05
206,YNR069C,0.029948823834536484
207,YLR299W,3.7922518297856e-114
208,YJL097W,0.00042336402028282937
209,YIR035C,0.0019401273535873849
210,YPR041W,1.9590350612248417e-112
211,YBR065C,0.0004397432409441057
212,YNL084C,0.0011013899681389203
213,YER180C,0.0013710760780717439
214,YOR231W,0.0011967288259039815
215,YLR226W,6.14118963379023e-100
216,YDL093W,1.7148148996672332e-112
217,YGL040C,0.11210452152070109
218,YPL265W,3.91715315386253e-05
219,YLR420W,0.012057855833979952
220,YOL014W,0.0002736148461029032
221,YMR002W,0.0002478615069185864
222,YPR178W,0.006090591388331158
223,YBR117C,0.0012562781134615219
224,YDL084W,0.00054456355272563
225,YGR010W,0.05781823228553977
226,YNR041C,0.0005578820990669655
227,YDL153C,0.0019327971824713984
228,YDR332W,8.240161558630115e-112
229,YKL117W,0.0038957114545198433
230,YDL203C,0.01267556681442835
231,YGL032C,6.942185932190484e-113
232,YBR059C,0.0016413011697892685
233,YPR184W,0.0003505490062212471
234,YMR153W,0.013155243914063195
235,YNL081C,8.069570523072645e-05
236,YFL017C,0.026857889318101413
237,YGR189C,0.0027857380072767285
238,YMR186W,5.0964763479359946e-82
239,YDR099W,0.00024368106678498232
240,YOR279C,9.805260895170332e-06
241,YDR277C,0.006944069666758611
242,YNR001C,0.0020600510284687866
243,YMR095C,0.003086985626433522
244,YOL003C,3.8726065969990736e-05
245,YKR074W,0.0009146886167663765
246,YNL202W,0.0002801145333731573
247,YPL214C,0.00026384337629205306
248,YCR048W,0.0019390844352814396
249,YKL138C,0.0038957114545198433
250,YPR179C,0.007351447992084974
251,YOL062C,0.0015514856249193977
252,YDR477W,9.168301792341147e-66
253,YGL261C,0.0009204894226446346
254,YBL078C,0.0013164219132450142
255,YGR159C,1.3723912169991205e-89
256,YMR226C,2.404481658839271e-112
257,YHR045W,0.0015824039893676592
258,YJR092W,5.791458767947467e-07
259,YKL192C,0.006660680992823539
260,YOR059C,0.004720890715508912
261,YLR050C,0.0007050026188859686
262,YIL109C,7.263009223413534e-07
263,YGL100W,0.0003629696545153192
264,YDR330W,4.089677211519088e-112
265,YOR112W,0.005686698222118634
266,YNL183C,0.0003077265737986523
267,YGL015C,1.0954460290846027e-81
268,YER128W,3.169830004234858e-05
269,YLR056W,0.0010801705163350995
270,YML130C,2.5112067601606137e-90
271,YLR415C,0.0
272,YER175C,0.0
273,YOR250C,3.2493793866635642e-90
274,YOR074C,0.0010630965215995332
275,YDR435C,6.207394578149282e-05
276,YHR033W,0.00029911048097491035
277,YLR308W,0.00024826119340700927
278,YIR036C,0.0024512183003688407
279,YJL189W,1.0885000290551674e-05
280,YNR064C,0.0005783021226391568
281,YNL134C,0.0012562781134615219
282,YER057C,0.0384944076599722
283,YKL201C,4.842160442571874e-112
284,YJL061W,0.02419599438780682
285,YER146W,0.0001875598930131391
286,YDR473C,0.010559139047741101
287,YAL014C,6.414552969310431e-05
288,YDR510W,0.05006472242654364
289,YER009W,0.0001517745688077286
290,YLR191W,0.004968984743750337
291,YGR068C,0.00047186752850477515
292,YLR134W,0.001328484470815298
293,YLR146C,3.964810368047389e-112
294,YNL328C,0.0024512183003688407
295,YMR068W,0.009221843237045516
296,YBR219C,5.6655284460202354e-05
297,YKL120W,3.8949703610779006e-100
298,YFL055W,1.5027133356969302e-95
299,YNL169C,0.0012562781134615219
300,YBR061C,0.005004140312112437
301,YPL013C,0.003762880701634486
302,YLR264W,0.00521659037253173
303,YER027C,7.664659854188194e-66
304,YKL017C,0.0006409166797079511
305,YDL135C,0.00029714267651654555
306,YPR119W,0.00028411835399793685
307,YLR362W,0.002435257258088874
308,YMR313C,1.9213357716985416e-112
309,YLR185W,0.0016267655260816557
310,YER023W,0.05904723723023656
311,YOR220W,0.00032450061193758006
312,YOR224C,0.0021395715870709603
313,YMR010W,0.0030573671821362974
314,YLR401C,0.0029394049587380417
315,YLR118C,0.005615364379043413
316,YNL180C,8.046156985227432e-05
317,YPR085C,0.001455096301833262
318,YDR164C,0.0008174388066612676
319,YBR286W,0.00227408864515488
320,YPL052W,0.005615364379043413
321,YDR031W,0.0038957114545198433
322,YLR077W,0.0028003600009853147
323,YDL230W,0.0038957114545198433
324,YKR016W,2.0378731868704916e-112
325,YGL083W,2.472205233353548e-91
326,YLR284C,0.03419646239192116
327,YBR074W,0.004027430193135904
328,YNL210W,0.0009204894226446346
329,YBL072C,0.0029394049587380417
330,YNL160W,6.415372514712761e-05
331,YDR490C,0.0029536428580087294
332,YLR412W,1.0558378453342308e-113
333,YPR133C,0.00014443951412805434
334,YIL071C,0.0033539550114271167
335,YJL052W,0.027606861493290582
336,YFR047C,0.05416295909738268
337,YHR059W,0.00032123639418075257
338,YER176W,1.6373282344250134e-07
339,YCL049C,0.001907546162074308
340,YDR460W,5.451328274477347e-05
341,YGL237C,0.02272891002539843
342,YCR008W,0.0029394049587380417
343,YBR187W,8.21923681417384e-05
344,YGL037C,0.08264070955256207
345,YJL172W,0.00023026191686106783
346,YOR147W,0.0009142456028632081
347,YOR089C,0.0027508392793875974
348,YOR298W,3.062552261020487e-112
349,YAL043C,0.0035394131324853464
350,YNL146W,0.0038957114545198433
351,YHL043W,0.0027456678219104813
352,YMR244W,0.0009204894226446346
353,YLR045C,0.0006304686649378156
354,YDR441C,0.0006655109991018682
355,YDR113C,0.0007275904509983603
356,YNL062C,0.0006521534179319384
