index,protein,dc
343,YBR187W,6.812699084385191
344,YGL037C,5.72772778550354
345,YJL172W,1.89914900742761
346,YOR147W,3.13507063466774
347,YOR089C,9.6353791526411
348,YOR298W,2.10470930540676
349,YAL043C,3.7930223477632596
350,YNL146W,1.24371108734104
351,YHL043W,4.23863837173875
352,YMR244W,1.3545078525707
353,YLR045C,2.98277172830402
354,YDR441C,3.76750845020582
355,YDR113C,3.73601359864685
356,YNL062C,1.36611986893615
357,YHR026W,5.21937396471027
358,YGR196C,6.7380835609693
359,YHR128W,7.51143592861213
360,YJL208C,3.43559296044648
361,YDR233C,7.54227684663554
362,YDR132C,2.98162536898317
363,YGR239C,15.507884068131078
364,YIL091C,1.97348625858551
365,YKL154W,1.37926177595859
366,YEL013W,6.9103843803500595
367,YDL054C,4.66366578156364
368,YOL016C,4.4284450608476
369,YGR099W,1.36611986893615
370,YFL022C,3.62508012947636
371,YDR287W,3.51053750937326
372,YHL025W,1.53088438955118
373,YML121W,10.144117920531121
374,YJL203W,5.59758809522319
375,YGL053W,13.114652203027529
376,YGL019W,1.28900902903852
377,YPL240C,2.10470930540676
378,YLR315W,4.42806119206119
379,YOL142W,2.10470930540676
380,YML102W,4.98863446094987
381,YIL108W,3.4025614404346403
382,YGR178C,13.7131671530002
383,YCR030C,6.82026003493941
384,YIL162W,2.87890708504445
385,YKL028W,1.89914900742761
386,YMR056C,1.97348625858551
387,YGL213C,10.387085172973851
388,YGR214W,1.89914900742761
389,YBR161W,1.79271258131129
390,YLL012W,3.94697251717102
391,YKL103C,22.018626556067108
392,YDL123W,1.89914900742761
393,YDR175C,1.24371108734104
394,YLR080W,3.37387598307479
395,YMR058W,1.3545078525707
396,YOR383C,1.69249327319474
397,YBR171W,3.49057934642232
398,YER124C,1.84772676715477
399,YCR072C,2.69041296801359
400,YLR210W,5.67625498206576
401,YKR022C,11.28266134543847
402,YJL157C,2.10470930540676
403,YBR094W,4.91763447466124
404,YLR012C,2.10470930540676
405,YGR201C,4.208312391113
406,YBR203W,1.97348625858551
407,YDL075W,1.24371108734104
408,YKR028W,2.86060947112871
409,YFL012W,4.09925481598491
410,YDR374C,1.72900720515137
411,YOL102C,2.10470930540676
412,YPR040W,16.7047268323711
413,YNL243W,3.5741391167835097
414,YDL046W,2.6565248723700297
415,YGL245W,3.94697251717102
416,YGR023W,1.97348625858551
417,YHL033C,1.24371108734104
418,YCL038C,4.44787357091693
419,YDR489W,20.372203619520683
420,YNR013C,4.57183705353431
