Fraction,LogEnergy,Strategy
0.0489510489510489,4.0420153418544675,HyperDriver
0.0979020979020979,3.4405339904451657,HyperDriver
0.1468531468531468,3.1765218527804704,HyperDriver
0.2027972027972027,2.9799151489733675,HyperDriver
0.2517482517482518,2.843266770281441,HyperDriver
0.3006993006993007,2.7471849436916407,HyperDriver
0.05,7.8108841997103235,w/o Greedy
0.1,7.4799853361978945,w/o Greedy
0.15,5.953957874737377,w/o Greedy
0.2,5.481100910488296,w/o Greedy
0.25,5.153340604618791,w/o Greedy
0.3,4.900397606550592,w/o Greedy
0.0489510489510489,12.416688217213459,w/o Hypergraph
0.0979020979020979,11.697383471329317,w/o Hypergraph
0.1468531468531468,10.639104517134374,w/o Hypergraph
0.2027972027972027,3.5908429481017854,w/o Hypergraph
0.2517482517482518,3.043959210915604,w/o Hypergraph
0.3006993006993007,2.6863593989820678,w/o Hypergraph
0.0489510489510489,6.783678954282961,w/o Dynamics
0.0979020979020979,5.268265386719706,w/o Dynamics
0.1468531468531468,4.48935963792931,w/o Dynamics
0.2027972027972027,3.8965205839648602,w/o Dynamics
0.2517482517482518,3.6606195938556754,w/o Dynamics
0.3006993006993007,3.516789114170011,w/o Dynamics
