Fraction,LogEnergy,Strategy
0.0500238208670795,4.737885205529061,HyperDriver
0.1000476417341591,4.381914826982884,HyperDriver
0.1500714626012387,4.182252929531222,HyperDriver
0.2000952834683182,4.045419290905649,HyperDriver
0.2501191043353978,3.9412787543784913,HyperDriver
0.3001429252024774,3.857902162031167,HyperDriver
0.05,9.79031796284148,w/o Greedy
0.1,8.982509112651654,w/o Greedy
0.15,7.544713709694366,w/o Greedy
0.2,7.029201456450916,w/o Greedy
0.25,6.790506718881096,w/o Greedy
0.3,6.630706166542252,w/o Greedy
0.0500238208670795,5.799046620996522,w/o Hypergraph
0.1000476417341591,4.513185490468897,w/o Hypergraph
0.1500714626012387,3.9793659108459973,w/o Hypergraph
0.2000952834683182,3.686010706726551,w/o Hypergraph
0.2501191043353978,3.4973653700435934,w/o Hypergraph
0.3001429252024774,3.3598001393349244,w/o Hypergraph
0.0500238208670795,6.805718563608347,w/o Dynamics
0.1000476417341591,6.0662468077322345,w/o Dynamics
0.1500714626012387,5.664856963129585,w/o Dynamics
0.2000952834683182,5.418371780252902,w/o Dynamics
0.2501191043353978,5.249097882929128,w/o Dynamics
0.3001429252024774,5.124757872725649,w/o Dynamics
