rank,protein,driver_score
1,YBR211C,0.9999999999271594
2,YGR278W,0.8763049324127136
3,YJL091C,0.8341911341571185
4,YLR007W,0.8007639865083229
5,YER172C,0.7788729088536281
6,YDR142C,0.7563790088183692
7,YDR383C,0.7512273878631947
8,YBR065C,0.7372330248259996
9,YDL138W,0.7307107452509984
10,YLR305C,0.7122936332688156
11,YDR416W,0.7039973553364663
12,YBR257W,0.6956626123183891
13,YGR159C,0.6856887665671212
14,YLR145W,0.6792345141457026
15,YLR147C,0.6706591107886489
16,YNR055C,0.6675151956740064
