index,protein,ec
305,YLR090W,2.532619225051062e-05
306,YJL026W,4.947390770669308e-05
307,YMR021C,2.0932675633508344e-05
308,YHR097C,0.0017794779090082905
309,YNL110C,0.054408035109181595
310,YPL021W,1.423667751841664e-05
311,YMR196W,0.00010265769040125681
312,YOR372C,9.185111885841054e-08
313,YBR282W,0.0005306030750007988
314,YBL017C,0.0001448231933185863
315,YHL009C,3.8308984407314065e-06
316,YOR125C,2.1005016771483622e-05
317,YHL023C,2.396612954737271e-05
318,YMR032W,4.771387059093421e-06
319,YOL123W,0.0014546817449763378
320,YLR409C,0.0176191577023643
321,YFL002C,0.042182931327182954
322,YHR042W,3.5107196905849435e-05
323,YDR161W,0.0005441379335234645
324,YDR235W,0.0006183106959757077
325,YNR045W,2.144474839976491e-05
326,YIL157C,6.862652337947763e-06
327,YHR177W,0.0003424195808732448
328,YDR405W,0.0006416725595966776
329,YGL116W,7.082680171324754e-05
330,YHR198C,1.3743764714917467e-06
331,YNL234W,0.00016814348690296615
332,YJL158C,4.962219933420991e-06
333,YMR155W,9.530470385144419e-08
334,YKL176C,3.8338542637800624e-05
335,YDR362C,9.731754564551527e-05
336,YGR241C,4.774798941237097e-05
337,YOR155C,0.00020916547920807815
338,YBR257W,1.3984548118145705e-05
339,YOR262W,0.0005675883778687449
340,YAL018C,5.6896238371413635e-06
341,YNL259C,0.000437059252794654
342,YLR381W,0.0006928281561611203
343,YKL035W,0.0014431785920226991
344,YER159C,0.00021008175976327078
345,YJR025C,0.0003640701745726509
346,YLR414C,1.4283386303954868e-06
347,YPR066W,5.845766561815883e-09
348,YLR397C,6.59136847354864e-06
349,YDR315C,4.859181401904744e-07
350,YML116W,1.1423512569369633e-06
351,YDR196C,0.0011320081420870948
352,YDL092W,0.00041381311714834584
353,YDR096W,2.2111339565799164e-05
354,YDL047W,0.0010217436023383182
355,YML008C,0.00040062015811324713
356,YJR100C,0.0003515532506975742
357,YMR303C,3.489908610786764e-05
358,YMR078C,6.66686187282168e-05
359,YDL233W,3.945912284456813e-05
360,YIL009C-A,4.2742313630058e-06
361,YPR189W,0.019746861430827194
362,YJL178C,0.00010901987387388074
363,YBR137W,3.826706707942213e-06
364,YEL022W,0.0028704820795168932
365,YAL022C,6.442202207666995e-06
366,YJR137C,5.45477312040378e-06
367,YNR066C,2.512940873483851e-05
368,YGL140C,2.1876099764046825e-05
369,YDL107W,1.887966165408905e-06
370,YNL213C,0.0005283631467109044
371,YER039C-A,0.0006495735922469821
372,YFR003C,0.0037824090972360656
373,YIL106W,2.3406077516019014e-05
374,YLR248W,1.626614529833964e-05
375,YLR277C,0.006512957224385879
376,YER089C,0.00018794207191986348
377,YOR144C,5.94935689644917e-05
378,YGL103W,0.12299801530333658
379,YCR038C,0.00018773222277630052
380,YBR112C,1.0307640981788332e-05
381,YBR214W,0.00031621271441544863
382,YNL322C,8.907145833827613e-07
