index,protein,dc
1060,YDR518W,3.2738
1061,YMR159C,3.2738
1062,YIL119C,6.5476
1063,YDR328C,16.369
1064,YIL039W,3.2738
1065,YML038C,3.2738
1066,YJL112W,36.01180000000001
1067,YJR118C,6.5476
1068,YNL181W,3.2738
1069,YNR034W,9.8214
1070,YOR283W,3.2738
1071,YOR005C,3.2738
1072,YDR122W,3.2738
1073,YEL072W,3.2738
1074,YHR184W,3.2738
1075,YMR227C,6.5476
1076,YPL022W,9.8214
1077,YPL020C,22.916600000000003
1078,YER018C,13.0952
1079,YPR062W,3.2738
1080,YIL132C,3.2738
1081,YDR259C,6.5476
1082,YGL048C,3.2738
1083,YML101C,3.2738
1084,YKL063C,3.2738
1085,YHR115C,3.2738
1086,YDR086C,3.2738
1087,YNL204C,6.5476
1088,YJL137C,3.2738
1089,YKR048C,26.190400000000004
1090,YNL093W,3.2738
1091,YGR067C,3.2738
1092,YOL018C,9.8214
1093,YOR276W,3.2738
1094,YPR068C,3.2738
1095,YML022W,3.2738
1096,YDL055C,3.2738
1097,YJR046W,9.8214
1098,YPR048W,3.2738
1099,YPL070W,81.84499999999998
1100,YHR090C,3.2738
1101,YKR083C,3.2738
1102,YKL142W,29.464200000000005
1103,YML018C,3.2738
1104,YNL273W,3.2738
1105,YML053C,3.2738
1106,YER081W,9.8214
1107,YOL012C,3.2738
1108,YFR043C,3.2738
1109,YBR030W,3.2738
1110,YDR513W,3.2738
1111,YKL032C,6.5476
1112,YDR256C,16.369
1113,YNR004W,3.2738
1114,YNL333W,13.0952
1115,YOR210W,3.2738
1116,YNL086W,13.0952
1117,YBR284W,3.2738
1118,YER177W,6.5476
1119,YGR158C,6.5476
1120,YNR027W,3.2738
1121,YGR122W,3.2738
1122,YBR247C,3.2738
1123,YER092W,3.2738
1124,YIL160C,6.5476
1125,YLL019C,3.2738
1126,YOL089C,3.2738
1127,YOR115C,6.5476
1128,YAL054C,3.2738
1129,YLR330W,3.2738
1130,YGR047C,3.2738
1131,YDR421W,3.2738
1132,YLR114C,3.2738
1133,YBR289W,3.2738
1134,YNL147W,3.2738
1135,YMR315W,3.2738
1136,YBR107C,13.0952
1137,YDL239C,32.73800000000001
1138,YHR084W,13.0952
1139,YLL042C,3.2738
1140,YOR032C,13.0952
1141,YHR114W,6.5476
1142,YLR345W,26.190400000000004
1143,YGL181W,26.190400000000004
1144,YGR098C,3.2738
1145,YCR088W,3.2738
1146,YCR060W,9.8214
1147,YJL117W,13.0952
1148,YPR108W,3.2738
1149,YMR117C,3.2738
1150,YPR110C,3.2738
1151,YNL021W,13.0952
1152,YIL050W,3.2738
1153,YEL051W,9.8214
1154,YIL128W,3.2738
1155,YDR004W,3.2738
1156,YKL061W,3.2738
1157,YCR106W,39.28560000000001
1158,YGL252C,3.2738
1159,YPL260W,3.2738
1160,YOR111W,13.0952
1161,YPL228W,3.2738
1162,YMR001C,9.8214
