dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
116,580240,S000000699,,NE,,SGD
116,580240,S000000702,ADH7,NE,,SGD
116,580240,S000000703,RDS1,NE,,SGD
116,580240,S000000704,AAD3,NE,,SGD
116,580240,S000000718,SOL2,NE,,SGD
116,580240,S000000727,IRC22,NE,,SGD
116,580240,S000000728,WBP1,E,,SGD
116,580240,S000000729,GIM4,NE,,SGD
116,580240,S000000730,YEA4,NE,,SGD
116,580240,S000000731,VAB2,NE,,SGD
116,580240,S000000732,YEA6,NE,,SGD
116,580240,S000000733,MIT1,NE,,SGD
116,580240,S000000734,,NE,,SGD
116,580240,S000000735,GCN4,NE,,SGD
116,580240,S000000736,,NE,,SGD
116,580240,S000000737,GLC3,NE,,SGD
116,580240,S000000738,UBC8,NE,,SGD
116,580240,S000000739,VAC8,NE,,SGD
116,580240,S000000740,,NE,,SGD
116,580240,S000000741,EDC3,NE,,SGD
116,580240,S000000742,NPP2,NE,,SGD
116,580240,S000000743,GTT3,NE,,SGD
116,580240,S000000744,EAF5,NE,,SGD
116,580240,S000000745,MMS21,E,,SGD
116,580240,S000000746,PXP1,NE,,SGD
116,580240,S000000749,,NE,,SGD
116,580240,S000000750,RIP1,NE,,SGD
116,580240,S000000751,,NE,,SGD
116,580240,S000000752,SNU13,E,,SGD
116,580240,S000000753,VMA3,NE,,SGD
116,580240,S000000754,,NE,,SGD
116,580240,S000000755,BUD16,NE,,SGD
116,580240,S000000756,ECM10,NE,,SGD
116,580240,S000000757,SPF1,NE,,SGD
116,580240,S000000758,MCM3,E,,SGD
116,580240,S000000759,MTC7,NE,,SGD
116,580240,S000000760,HYP2,C,,SGD
116,580240,S000000761,UTR5,E,,SGD
116,580240,S000000762,ANP1,NE,,SGD
116,580240,S000000763,RAD23,NE,,SGD
116,580240,S000000764,UTR4,NE,,SGD
116,580240,S000000765,CYC7,NE,,SGD
116,580240,S000000766,UTR2,NE,,SGD
116,580240,S000000767,YEF1,NE,,SGD
116,580240,S000000768,GDA1,NE,,SGD
116,580240,S000000769,,NE,,SGD
116,580240,S000000770,IES6,C,,SGD
116,580240,S000000771,,NE,,SGD
116,580240,S000000772,GLY1,NE,,SGD
116,580240,S000000773,FRD1,NE,,SGD
116,580240,S000000774,TCA17,NE,,SGD
116,580240,S000000775,PAU2,NE,,SGD
116,580240,S000000776,RML2,NE,,SGD
116,580240,S000000777,VMA8,NE,,SGD
116,580240,S000000778,AFG1,NE,,SGD
116,580240,S000000779,MAK10,NE,,SGD
116,580240,S000000780,RPL12A,NE,,SGD
116,580240,S000000781,POL5,E,,SGD
116,580240,S000000782,HAT2,NE,,SGD
116,580240,S000000783,SDD1,NE,,SGD
116,580240,S000000784,PCM1,E,,SGD
116,580240,S000000785,HHY1,NE,,SGD
116,580240,S000000786,PRB1,NE,,SGD
116,580240,S000000787,CIN8,NE,,SGD
116,580240,S000000788,NPR2,NE,,SGD
116,580240,S000000789,CAN1,NE,,SGD
116,580240,S000000790,AVT2,NE,,SGD
116,580240,S000000791,SIT1,NE,,SGD
116,580240,S000000792,HPA3,NE,,SGD
116,580240,S000000793,,NE,,SGD
116,580240,S000000794,,NE,,SGD
116,580240,S000000797,DLD3,NE,,SGD
116,580240,S000000798,RMD6,NE,,SGD
116,580240,S000000803,MNN1,NE,,SGD
116,580240,S000000804,NOP16,NE,,SGD
116,580240,S000000805,PMI40,E,,SGD
116,580240,S000000806,FMP52,NE,,SGD
116,580240,S000000807,YND1,C,,SGD
116,580240,S000000808,NUG1,E,,SGD
116,580240,S000000809,PAC2,NE,,SGD
116,580240,S000000810,SEC3,C,,SGD
116,580240,S000000811,NTF2,E,,SGD
116,580240,S000000812,,NE,,SGD
116,580240,S000000813,TIR1,NE,,SGD
116,580240,S000000814,PRE1,E,,SGD
116,580240,S000000815,PRP22,E,,SGD
116,580240,S000000816,HEM14,NE,,SGD
116,580240,S000000818,BIM1,C,,SGD
116,580240,S000000819,AFG3,NE,,SGD
116,580240,S000000820,SPC25,E,,SGD
116,580240,S000000821,ISC1,NE,,SGD
116,580240,S000000822,GPA2,NE,,SGD
116,580240,S000000823,RPN3,E,,SGD
116,580240,S000000824,SRB4,E,,SGD
116,580240,S000000825,PRO3,E,,SGD
116,580240,S000000826,YAT2,NE,,SGD
116,580240,S000000827,GCD11,E,,SGD
116,580240,S000000829,GAL83,NE,,SGD
116,580240,S000000830,MIG3,NE,,SGD
116,580240,S000000832,CHZ1,NE,,SGD
116,580240,S000000833,YPT31,NE,,SGD
116,580240,S000000834,FIR1,NE,,SGD
116,580240,S000000835,ZRG8,NE,,SGD
116,580240,S000000836,,NE,,SGD
116,580240,S000000837,EDC2,NE,,SGD
116,580240,S000000838,ARB1,C,,SGD
116,580240,S000000839,PHM8,NE,,SGD
116,580240,S000000840,KRE29,E,,SGD
116,580240,S000000841,HVG1,NE,,SGD
116,580240,S000000842,GLN3,NE,,SGD
116,580240,S000000843,YEN1,NE,,SGD
116,580240,S000000844,MXR1,NE,,SGD
116,580240,S000000845,SAH1,C,,SGD
116,580240,S000000846,ERG28,NE,,SGD
116,580240,S000000847,ACA1,NE,,SGD
116,580240,S000000848,SPO73,NE,,SGD
116,580240,S000000849,SAP1,NE,,SGD
116,580240,S000000850,CAJ1,NE,,SGD
116,580240,S000000851,TPA1,NE,,SGD
116,580240,S000000852,RSM18,NE,,SGD
116,580240,S000000853,JHD1,NE,,SGD
116,580240,S000000854,HOM3,NE,,SGD
116,580240,S000000855,PIC2,NE,,SGD
116,580240,S000000856,GIP2,NE,,SGD
116,580240,S000000857,HIS1,NE,,SGD
116,580240,S000000858,FCY2,NE,,SGD
116,580240,S000000859,HMF1,NE,,SGD
116,580240,S000000860,PET117,NE,,SGD
116,580240,S000000861,PCL6,NE,,SGD
116,580240,S000000862,FCY21,C,,SGD
116,580240,S000000864,GPP2,NE,,SGD
116,580240,S000000865,THO1,NE,,SGD
116,580240,S000000866,VHR2,NE,,SGD
116,580240,S000000867,ICL1,NE,,SGD
116,580240,S000000868,RRT13,NE,,SGD
116,580240,S000000869,RGI1,NE,,SGD
116,580240,S000000870,MOT2,NE,,SGD
116,580240,S000000871,ARG5,,,
116,580240,S000000872,RNR1,C,,SGD
116,580240,S000000873,TDA2,NE,,SGD
116,580240,S000000875,ALD5,NE,,SGD
116,580240,S000000876,RPS24A,NE,,SGD
116,580240,S000000877,PTP3,NE,,SGD
116,580240,S000000878,,NE,,SGD
116,580240,S000000879,MRX1,NE,,SGD
116,580240,S000000880,ICP55,NE,,SGD
116,580240,S000000881,,NE,,SGD
116,580240,S000000882,AIM9,NE,,SGD
116,580240,S000000883,SER3,NE,,SGD
116,580240,S000000884,UTP7,E,,SGD
116,580240,S000000885,GET2,NE,,SGD
116,580240,S000000886,,NE,,SGD
116,580240,S000000887,,NE,,SGD
116,580240,S000000888,ILV1,NE,,SGD
116,580240,S000000889,AIM10,NE,,SGD
116,580240,S000000890,DOT6,NE,,SGD
116,580240,S000000892,TRP2,NE,,SGD
116,580240,S000000893,MET6,NE,,SGD
116,580240,S000000894,IES5,NE,,SGD
116,580240,S000000895,TSC11,E,,SGD
116,580240,S000000896,PUP3,E,,SGD
116,580240,S000000897,RAD51,NE,,SGD
116,580240,S000000898,SHC1,NE,,SGD
116,580240,S000000899,,NE,,SGD
116,580240,S000000900,UBP9,NE,,SGD
116,580240,S000000903,AST2,NE,,SGD
116,580240,S000000905,SSA4,NE,,SGD
116,580240,S000000906,RTT105,E,,SGD
116,580240,S000000908,MAM1,C,,SGD
116,580240,S000000909,GLE2,C,,SGD
116,580240,S000000911,FLO8,NE,,SGD
116,580240,S000000912,KAP123,NE,,SGD
116,580240,S000000913,SWI4,NE,,SGD
116,580240,S000000914,LSM4,E,,SGD
116,580240,S000000915,TMN3,NE,,SGD
116,580240,S000000916,BOI2,NE,,SGD
116,580240,S000000917,SPR6,NE,,SGD
116,580240,S000000918,SLX8,NE,,SGD
116,580240,S000000919,RPL23B,NE,,SGD
116,580240,S000000920,SHO1,NE,,SGD
116,580240,S000000921,AVT6,NE,,SGD
116,580240,S000000922,SCS2,NE,,SGD
116,580240,S000000923,,NE,,SGD
116,580240,S000000924,GLO3,NE,,SGD
116,580240,S000000925,YCK3,NE,,SGD
116,580240,S000000926,DSE1,NE,,SGD
116,580240,S000000927,RSP5,E,,SGD
116,580240,S000000928,NSA2,E,,SGD
116,580240,S000000929,LCP5,E,,SGD
116,580240,S000000930,VFA1,NE,,SGD
116,580240,S000000931,SAK1,NE,,SGD
116,580240,S000000932,COM2,NE,,SGD
116,580240,S000000933,RPS26B,NE,,SGD
116,580240,S000000934,PMD1,NE,,SGD
116,580240,S000000935,GLC7,E,,SGD
116,580240,S000000936,,NE,,SGD
116,580240,S000000937,,NE,,SGD
116,580240,S000000938,GDI1,E,,SGD
116,580240,S000000939,,NE,,SGD
116,580240,S000000941,RTR1,NE,,SGD
116,580240,S000000942,EMP65,NE,,SGD
116,580240,S000000943,COX15,NE,,SGD
116,580240,S000000944,MAG1,NE,,SGD
116,580240,S000000945,DDI1,NE,,SGD
116,580240,S000000946,UBP5,NE,,SGD
116,580240,S000000947,FTR1,NE,,SGD
116,580240,S000000948,LSM5,C,,SGD
116,580240,S000000949,SCC4,E,,SGD
116,580240,S000000950,SPT15,E,,SGD
116,580240,S000000951,PEA2,NE,,SGD
116,580240,S000000952,SPI1,NE,,SGD
116,580240,S000000953,UBP3,NE,,SGD
116,580240,S000000954,,NE,,SGD
116,580240,S000000955,PET122,NE,,SGD
116,580240,S000000956,OXA1,NE,,SGD
116,580240,S000000957,BEM2,NE,,SGD
116,580240,S000000958,,NE,,SGD
116,580240,S000000959,COG3,C,,SGD
116,580240,S000000960,,NE,,SGD
116,580240,S000000961,BUR6,C,,SGD
116,580240,S000000963,SPT2,NE,,SGD
116,580240,S000000964,RAD4,NE,,SGD
116,580240,S000000965,GCG1,NE,,SGD
116,580240,S000000966,CHD1,NE,,SGD
116,580240,S000000967,PAB1,E,,SGD
116,580240,S000000968,DNF1,NE,,SGD
116,580240,S000000969,BCK2,NE,,SGD
116,580240,S000000970,CCA1,E,,SGD
116,580240,S000000971,RPH1,NE,,SGD
116,580240,S000000972,ADK2,NE,,SGD
116,580240,S000000973,RAD3,C,,SGD
116,580240,S000000974,BRR2,E,,SGD
116,580240,S000000975,RAD24,NE,,SGD
116,580240,S000000976,GRX4,NE,,SGD
116,580240,S000000977,TMT1,NE,,SGD
116,580240,S000000978,ECM32,NE,,SGD
116,580240,S000000979,BMH1,NE,,SGD
116,580240,S000000980,PDA1,NE,,SGD
116,580240,S000000981,DMC1,NE,,SGD
116,580240,S000000982,ISC10,NE,,SGD
116,580240,S000000983,,NE,,SGD
116,580240,S000000984,FMP10,NE,,SGD
116,580240,S000000985,FAU1,NE,,SGD
116,580240,S000000986,TOG1,NE,,SGD
116,580240,S000000987,PUG1,NE,,SGD
116,580240,S000000988,,NE,,SGD
116,580240,S000000989,,NE,,SGD
116,580240,S000000990,,NE,,SGD
116,580240,S000000994,HSE1,NE,,SGD
116,580240,S000000995,LAG1,NE,,SGD
116,580240,S000000997,,NE,,SGD
116,580240,S000000998,SHU1,NE,,SGD
116,580240,S000000999,STE20,NE,,SGD
116,580240,S000001000,,NE,,SGD
116,580240,S000001001,YAP3,NE,,SGD
116,580240,S000001002,ETP1,NE,,SGD
116,580240,S000001003,PRS3,NE,,SGD
116,580240,S000001004,,NE,,SGD
116,580240,S000001005,OTU2,NE,,SGD
116,580240,S000001006,YLF2,NE,,SGD
116,580240,S000001007,RPS20,E,,SGD
116,580240,S000001008,DUR3,NE,,SGD
116,580240,S000001009,,NE,,SGD
116,580240,S000001011,APM2,NE,,SGD
116,580240,S000001012,OPI1,NE,,SGD
116,580240,S000001013,AIM17,NE,,SGD
116,580240,S000001014,SPO11,NE,,SGD
116,580240,S000001015,NPR3,NE,,SGD
116,580240,S000001016,RIM4,NE,,SGD
116,580240,S000001017,SNF6,NE,,SGD
116,580240,S000001018,,NE,,SGD
116,580240,S000001019,RIM101,NE,,SGD
116,580240,S000001020,WSC4,NE,,SGD
116,580240,S000001021,OCA5,NE,,SGD
116,580240,S000001022,ECM29,NE,,SGD
116,580240,S000001023,GOS1,NE,,SGD
116,580240,S000001024,GUT1,NE,,SGD
116,580240,S000001025,RPL8A,NE,,SGD
116,580240,S000001026,SBP1,NE,,SGD
116,580240,S000001027,VMR1,NE,,SGD
116,580240,S000001028,MUP3,NE,,SGD
116,580240,S000001029,,NE,,SGD
116,580240,S000001030,CBP2,NE,,SGD
116,580240,S000001031,EFM1,NE,,SGD
116,580240,S000001032,ARN1,NE,,SGD
116,580240,S000001033,,NE,,SGD
116,580240,S000001034,,NE,,SGD
116,580240,S000001035,ECM34,NE,,SGD
116,580240,S000001036,,NE,,SGD
116,580240,S000001037,,NE,,SGD
116,580240,S000001038,PAU13,NE,,SGD
116,580240,S000001039,ARN2,NE,,SGD
116,580240,S000001040,COS8,NE,,SGD
116,580240,S000001043,OSH7,NE,,SGD
116,580240,S000001045,TCD1,NE,,SGD
116,580240,S000001046,NEM1,NE,,SGD
116,580240,S000001047,GPA1,C,,SGD
116,580240,S000001048,STP2,NE,,SGD
116,580240,S000001049,ERG11,C,,SGD
116,580240,S000001050,SOD2,C,,SGD
116,580240,S000001051,TDA3,C,,SGD
116,580240,S000001052,RPL27A,NE,,SGD
116,580240,S000001053,DIA4,NE,,SGD
116,580240,S000001054,VPS29,NE,,SGD
116,580240,S000001055,ARD1,NE,,SGD
116,580240,S000001056,SPO13,C,,SGD
116,580240,S000001057,MIP6,NE,,SGD
116,580240,S000001058,YSC84,NE,,SGD
116,580240,S000001059,YSC83,NE,,SGD
116,580240,S000001060,ARG4,NE,,SGD
116,580240,S000001061,DED81,E,,SGD
116,580240,S000001062,,E,,SGD
116,580240,S000001063,RPS27B,NE,,SGD
116,580240,S000001064,,NE,,SGD
116,580240,S000001065,MYO1,C,,SGD
116,580240,S000001066,MAS2,E,,SGD
116,580240,S000001067,THR1,NE,,SGD
116,580240,S000001068,VMA16,NE,,SGD
116,580240,S000001069,RPN1,E,,SGD
116,580240,S000001070,DAP2,NE,,SGD
116,580240,S000001071,YHI9,NE,,SGD
116,580240,S000001072,SLT2,NE,,SGD
116,580240,S000001073,RRM3,NE,,SGD
116,580240,S000001074,ERC1,NE,,SGD
116,580240,S000001075,,NE,,SGD
116,580240,S000001076,PIH1,NE,,SGD
116,580240,S000001077,NEL1,NE,,SGD
116,580240,S000001078,BRL1,E,,SGD
116,580240,S000001079,PUT2,NE,,SGD
116,580240,S000001080,RRF1,NE,,SGD
116,580240,S000001081,MSC7,NE,,SGD
116,580240,S000001082,BCD1,E,,SGD
116,580240,S000001083,SRB2,NE,,SGD
116,580240,S000001084,NCP1,C,,SGD
116,580240,S000001085,DOG2,NE,,SGD
116,580240,S000001086,DOG1,NE,,SGD
116,580240,S000001087,,NE,,SGD
116,580240,S000001088,INM1,NE,,SGD
116,580240,S000001089,AAP1,NE,,SGD
116,580240,S000001090,YHK8,NE,,SGD
116,580240,S000001091,FSH1,NE,,SGD
116,580240,S000001092,SMF2,NE,,SGD
116,580240,S000001093,COX6,NE,,SGD
116,580240,S000001099,CPR2,NE,,SGD
116,580240,S000001100,MED6,E,,SGD
116,580240,S000001101,FYV4,NE,,SGD
116,580240,S000001102,VMA22,NE,,SGD
116,580240,S000001103,GIC1,NE,,SGD
116,580240,S000001104,RPP1,E,,SGD
116,580240,S000001106,SSZ1,NE,,SGD
116,580240,S000001107,RRP3,E,,SGD
116,580240,S000001108,SSF1,NE,,SGD
116,580240,S000001109,HTD2,NE,,SGD
116,580240,S000001110,DYS1,E,,SGD
116,580240,S000001111,RRP4,E,,SGD
116,580240,S000001112,TRM5,C,,SGD
116,580240,S000001114,ERG7,E,,SGD
116,580240,S000001115,OSH3,NE,,SGD
116,580240,S000001116,QNS1,E,,SGD
116,580240,S000001117,PPE1,NE,,SGD
116,580240,S000001118,PTC7,NE,,SGD
116,580240,S000001119,NMD2,NE,,SGD
116,580240,S000001120,,NE,,SGD
116,580240,S000001121,IRE1,NE,,SGD
116,580240,S000001122,LAM4,NE,,SGD
116,580240,S000001123,LRP1,NE,,SGD
116,580240,S000001124,KSP1,C,,SGD
116,580240,S000001125,SAM35,C,,SGD
116,580240,S000001126,STE12,C,,SGD
116,580240,S000001127,IPI1,E,,SGD
116,580240,S000001128,NAM8,C,,SGD
116,580240,S000001129,RTC3,NE,,SGD
116,580240,S000001130,RPF1,E,,SGD
116,580240,S000001133,MSR1,NE,,SGD
116,580240,S000001134,HXT4,NE,,SGD
116,580240,S000001135,AHT1,NE,,SGD
116,580240,S000001136,HXT1,NE,,SGD
116,580240,S000001137,,NE,,SGD
116,580240,S000001138,HXT5,NE,,SGD
116,580240,S000001139,,NE,,SGD
116,580240,S000001140,SFB3,E,,SGD
116,580240,S000001141,TRA1,E,,SGD
116,580240,S000001142,GEP4,NE,,SGD
116,580240,S000001143,BIG1,C,,SGD
116,580240,S000001145,SBE22,NE,,SGD
116,580240,S000001146,GRE3,NE,,SGD
116,580240,S000001147,YPT35,NE,,SGD
116,580240,S000001148,TRR2,NE,,SGD
116,580240,S000001149,CDC12,E,,SGD
116,580240,S000001150,GGA2,NE,,SGD
116,580240,S000001151,CTM1,NE,,SGD
116,580240,S000001152,ERP5,NE,,SGD
116,580240,S000001153,UBA4,NE,,SGD
116,580240,S000001154,,NE,,SGD
116,580240,S000001155,APE4,NE,,SGD
116,580240,S000001156,BZZ1,NE,,SGD
116,580240,S000001157,DMA1,NE,,SGD
116,580240,S000001158,COX23,NE,,SGD
116,580240,S000001159,TOM71,NE,,SGD
116,580240,S000001160,ORC6,E,,SGD
116,580240,S000001161,SET1,NE,,SGD
116,580240,S000001162,MSH1,NE,,SGD
116,580240,S000001163,LSM12,NE,,SGD
116,580240,S000001164,CIA2,E,,SGD
116,580240,S000001165,EPT1,NE,,SGD
116,580240,S000001166,NDT80,NE,,SGD
116,580240,S000001167,,NE,,SGD
116,580240,S000001168,ANS1,NE,,SGD
116,580240,S000001169,,NE,,SGD
116,580240,S000001170,FUR1,C,,SGD
116,580240,S000001171,ARP1,C,,SGD
116,580240,S000001172,,NE,,SGD
116,580240,S000001173,,NE,,SGD
116,580240,S000001174,ECM14,NE,,SGD
116,580240,S000001175,NSG1,NE,,SGD
116,580240,S000001176,WSS1,NE,,SGD
116,580240,S000001177,YCK1,NE,,SGD
116,580240,S000001178,SPL2,NE,,SGD
116,580240,S000001179,ARO9,NE,,SGD
116,580240,S000001180,,NE,,SGD
116,580240,S000001181,SPS100,NE,,SGD
116,580240,S000001182,,NE,,SGD
116,580240,S000001184,CHS7,NE,,SGD
116,580240,S000001185,RPC10,E,,SGD
116,580240,S000001186,DSE2,NE,,SGD
116,580240,S000001189,CRP1,NE,,SGD
116,580240,S000001190,MRPL6,NE,,SGD
116,580240,S000001191,IMP3,E,,SGD
116,580240,S000001193,PEX28,NE,,SGD
116,580240,S000001194,MTC6,NE,,SGD
116,580240,S000001195,SPO12,NE,,SGD
116,580240,S000001196,SPO16,NE,,SGD
116,580240,S000001197,RTT107,NE,,SGD
116,580240,S000001198,LAM1,NE,,SGD
116,580240,S000001199,LIN1,NE,,SGD
116,580240,S000001200,REC104,NE,,SGD
116,580240,S000001201,KEL1,NE,,SGD
116,580240,S000001202,TDA11,NE,,SGD
116,580240,S000001203,PEX18,NE,,SGD
116,580240,S000001204,YAP1801,NE,,SGD
116,580240,S000001205,MPC2,NE,,SGD
116,580240,S000001206,SOL3,NE,,SGD
116,580240,S000001207,DNA2,E,,SGD
116,580240,S000001208,PRP8,E,,SGD
116,580240,S000001209,CDC23,E,,SGD
116,580240,S000001210,THP2,NE,,SGD
116,580240,S000001211,MTG2,NE,,SGD
116,580240,S000001212,DBP8,E,,SGD
116,580240,S000001213,NMD3,E,,SGD
116,580240,S000001214,ATG7,NE,,SGD
116,580240,S000001215,SPC97,E,,SGD
116,580240,S000001219,FMO1,NE,,SGD
116,580240,S000001220,,NE,,SGD
116,580240,S000001221,STB5,NE,,SGD
116,580240,S000001222,OYE2,NE,,SGD
116,580240,S000001223,,NE,,SGD
116,580240,S000001224,SVP26,NE,,SGD
116,580240,S000001225,,NE,,SGD
116,580240,S000001226,GND1,NE,,SGD
116,580240,S000001227,SSP1,NE,,SGD
116,580240,S000001228,PFS1,NE,,SGD
116,580240,S000001229,KOG1,E,,SGD
116,580240,S000001231,GPI16,E,,SGD
116,580240,S000001232,PTH1,NE,,SGD
116,580240,S000001233,ERG9,E,,SGD
116,580240,S000001234,CTF8,NE,,SGD
116,580240,S000001235,LNP1,NE,,SGD
116,580240,S000001236,EGD2,NE,,SGD
116,580240,S000001237,MDM31,NE,,SGD
116,580240,S000001238,NVJ1,NE,,SGD
116,580240,S000001239,UTP9,E,,SGD
116,580240,S000001240,RIX1,E,,SGD
116,580240,S000001241,AIM18,NE,,SGD
116,580240,S000001242,AIM46,NE,,SGD
116,580240,S000001243,RPN10,NE,,SGD
116,580240,S000001244,PPX1,NE,,SGD
116,580240,S000001245,,NE,,SGD
116,580240,S000001246,RPS4B,NE,,SGD
116,580240,S000001247,MNL1,NE,,SGD
116,580240,S000001249,SKN7,NE,,SGD
116,580240,S000001250,SET5,NE,,SGD
116,580240,S000001251,BAT1,NE,,SGD
116,580240,S000001252,CRG1,NE,,SGD
116,580240,S000001253,,NE,,SGD
116,580240,S000001259,IMD2,NE,,SGD
116,580240,S000001263,,NE,,SGD
116,580240,S000001264,INP51,NE,,SGD
116,580240,S000001265,CFD1,E,,SGD
116,580240,S000001266,BET1,E,,SGD
116,580240,S000001267,EPS1,NE,,SGD
116,580240,S000001268,YIA6,NE,,SGD
116,580240,S000001269,NAS2,NE,,SGD
116,580240,S000001270,URM1,NE,,SGD
116,580240,S000001271,FAA3,NE,,SGD
116,580240,S000001272,DOT5,NE,,SGD
116,580240,S000001273,TIR3,NE,,SGD
116,580240,S000001274,,NE,,SGD
116,580240,S000001275,PDR11,NE,,SGD
116,580240,S000001276,MNT3,NE,,SGD
116,580240,S000001277,BAR1,NE,,SGD
116,580240,S000001278,SNL1,NE,,SGD
116,580240,S000001279,VID28,NE,,SGD
116,580240,S000001280,RPL2B,NE,,SGD
116,580240,S000001281,FAF1,E,,SGD
116,580240,S000001282,HIS6,NE,,SGD
116,580240,S000001283,RPB3,E,,SGD
116,580240,S000001284,TIM44,E,,SGD
116,580240,S000001285,YKE4,NE,,SGD
116,580240,S000001286,,NE,,SGD
116,580240,S000001287,,NE,,SGD
116,580240,S000001288,IRR1,E,,SGD
116,580240,S000001289,EMC5,NE,,SGD
116,580240,S000001290,,NE,,SGD
116,580240,S000001291,,NE,,SGD
116,580240,S000001292,SSM4,NE,,SGD
116,580240,S000001293,ULP2,C,,SGD
116,580240,S000001294,,NE,,SGD
116,580240,S000001295,BCY1,NE,,SGD
116,580240,S000001296,CAP2,NE,,SGD
116,580240,S000001297,CKA1,NE,,SGD
116,580240,S000001298,CST6,NE,,SGD
116,580240,S000001299,PRM2,NE,,SGD
116,580240,S000001300,NOT3,NE,,SGD
116,580240,S000001301,TED1,NE,,SGD
116,580240,S000001302,APQ12,NE,,SGD
116,580240,S000001303,GVP36,NE,,SGD
116,580240,S000001304,PKP1,NE,,SGD
116,580240,S000001305,CBR1,NE,,SGD
116,580240,S000001306,AGE2,NE,,SGD
116,580240,S000001307,PIG2,NE,,SGD
116,580240,S000001308,MET30,E,,SGD
116,580240,S000001309,SYG1,NE,,SGD
116,580240,S000001310,NEO1,E,,SGD
116,580240,S000001311,DFG10,NE,,SGD
116,580240,S000001312,PCL7,NE,,SGD
116,580240,S000001313,MMF1,E,,SGD
116,580240,S000001314,RPL34B,NE,,SGD
116,580240,S000001315,GPP1,NE,,SGD
116,580240,S000001316,,NE,,SGD
116,580240,S000001317,,NE,,SGD
116,580240,S000001319,RGI2,NE,,SGD
116,580240,S000001320,,NE,,SGD
116,580240,S000001321,,NE,,SGD
116,580240,S000001322,,NE,,SGD
116,580240,S000001323,SNP1,C,,SGD
116,580240,S000001324,ARC15,E,,SGD
116,580240,S000001325,YRB2,C,,SGD
116,580240,S000001326,EFM4,NE,,SGD
116,580240,S000001328,RNR3,NE,,SGD
116,580240,S000001329,,NE,,SGD
116,580240,S000001330,SEC6,E,,SGD
116,580240,S000001331,RPS24B,NE,,SGD
116,580240,S000001332,MAM33,NE,,SGD
116,580240,S000001333,PCI8,NE,,SGD
116,580240,S000001334,HOP1,NE,,SGD
116,580240,S000001335,SPO22,NE,,SGD
116,580240,S000001336,SER33,NE,,SGD
116,580240,S000001337,RPN2,E,,SGD
116,580240,S000001338,SEC28,NE,,SGD
116,580240,S000001339,,NE,,SGD
116,580240,S000001340,THS1,E,,SGD
116,580240,S000001341,AIR1,NE,,SGD
116,580240,S000001345,CAB2,E,,SGD
116,580240,S000001346,SDS3,NE,,SGD
116,580240,S000001347,KTR7,NE,,SGD
116,580240,S000001348,,NE,,SGD
116,580240,S000001349,AIM19,NE,,SGD
116,580240,S000001350,AVT7,NE,,SGD
116,580240,S000001351,,NE,,SGD
116,580240,S000001352,ICE2,NE,,SGD
116,580240,S000001353,UTP25,E,,SGD
116,580240,S000001354,,NE,,SGD
116,580240,S000001355,RSM25,NE,,SGD
116,580240,S000001357,PRK1,NE,,SGD
116,580240,S000001358,BMT5,NE,,SGD
116,580240,S000001359,FYV10,NE,,SGD
116,580240,S000001360,FMC1,NE,,SGD
116,580240,S000001361,SGA1,NE,,SGD
116,580240,S000001362,,NE,,SGD
116,580240,S000001363,XBP1,NE,,SGD
116,580240,S000001365,DPH1,NE,,SGD
116,580240,S000001366,SHQ1,E,,SGD
116,580240,S000001367,SLM1,NE,,SGD
116,580240,S000001368,MOB1,E,,SGD
116,580240,S000001369,PFK26,NE,,SGD
116,580240,S000001370,,NE,,SGD
116,580240,S000001371,SEC24,E,,SGD
116,580240,S000001372,HPM1,NE,,SGD
116,580240,S000001374,HOS4,NE,,SGD
116,580240,S000001375,SDP1,NE,,SGD
116,580240,S000001376,POR2,NE,,SGD
116,580240,S000001377,NUP159,E,,SGD
116,580240,S000001378,HIS5,NE,,SGD
116,580240,S000001379,PRM5,NE,,SGD
116,580240,S000001380,RHO3,C,,SGD
116,580240,S000001381,RPI1,NE,,SGD
116,580240,S000001382,QDR1,NE,,SGD
116,580240,S000001383,QDR2,NE,,SGD
116,580240,S000001385,SIM1,NE,,SGD
116,580240,S000001386,AYR1,NE,,SGD
116,580240,S000001387,KGD1,NE,,SGD
116,580240,S000001388,STH1,E,,SGD
116,580240,S000001390,MET18,NE,,SGD
116,580240,S000001391,TAO3,E,,SGD
116,580240,S000001392,ASG1,NE,,SGD
116,580240,S000001393,FKH1,NE,,SGD
116,580240,S000001394,CSM2,NE,,SGD
116,580240,S000001395,RPL16A,NE,,SGD
116,580240,S000001396,FLX1,NE,,SGD
116,580240,S000001397,VHS2,NE,,SGD
116,580240,S000001399,TMA108,C,,SGD
116,580240,S000001400,TPM2,NE,,SGD
116,580240,S000001401,REV7,NE,,SGD
116,580240,S000001402,AXL2,NE,,SGD
116,580240,S000001403,,NE,,SGD
116,580240,S000001404,CCT2,E,,SGD
116,580240,S000001405,SSL2,C,,SGD
116,580240,S000001406,NDC80,E,,SGD
116,580240,S000001407,PAN6,NE,,SGD
116,580240,S000001408,ATG32,NE,,SGD
116,580240,S000001409,SLN1,C,,SGD
116,580240,S000001410,RPL40A,NE,,SGD
116,580240,S000001411,MLP2,NE,,SGD
116,580240,S000001412,MCM10,C,,SGD
116,580240,S000001414,,NE,,SGD
116,580240,S000001415,RRD1,NE,,SGD
116,580240,S000001416,IMP2',NE,,SGD
