src_idx,dst_idx,weight
1922,419,3.82024787048738
779,2548,3.82024787048738
1669,341,3.82024787048738
1669,1361,3.82024787048738
953,967,3.82024787048738
1939,1094,3.82024787048738
920,716,3.82024787048738
2681,1601,3.82024787048738
2009,1873,3.82024787048738
69,2062,3.82024787048738
232,29,3.82024787048738
2247,1584,3.82024787048738
2247,1264,3.82024787048738
45,859,3.82024787048738
87,1668,3.82024787048738
892,1584,3.82024787048738
892,966,3.82024787048738
137,633,3.82024787048738
18,2823,3.82024787048738
854,191,3.82024787048738
854,476,3.82024787048738
50,1264,3.82024787048738
1600,1279,3.82024787048738
2385,982,3.82024787048738
2385,2343,3.82024787048738
1856,2357,3.82024787048738
2427,2795,3.82024787048738
2501,36,3.82024787048738
184,2206,3.82024787048738
181,788,3.82024787048738
658,910,3.82024787048738
2533,358,3.82024787048738
1167,2183,3.82024787048738
1167,1154,3.82024787048738
717,1270,3.82024787048738
3,2507,3.82024787048738
161,2516,3.82024787048738
713,677,3.82024787048738
1787,1850,3.82024787048738
2392,1264,3.82024787048738
2208,921,3.82024787048738
594,1923,3.82024787048738
2255,1850,3.82024787048738
2662,859,3.82024787048738
2143,1450,3.82024787048738
1505,147,3.82024787048738
2410,858,3.82024787048738
733,2670,3.82024787048738
1972,2536,3.82024787048738
1972,1064,3.82024787048738
1519,982,3.82024787048738
1593,522,3.82024787048738
1593,1014,3.82024787048738
2207,491,3.82024787048738
939,2243,3.82024787048738
2051,1964,3.82024787048738
2051,966,3.82024787048738
2051,597,3.82024787048738
224,1043,3.82024787048738
869,361,3.82024787048738
869,882,3.82024787048738
2226,1493,3.82024787048738
2226,237,3.82024787048738
2226,814,3.82024787048738
2226,1417,3.82024787048738
2226,2203,3.82024787048738
2226,1407,3.82024787048738
2226,2364,3.82024787048738
2226,2341,3.82024787048738
740,1974,3.82024787048738
2041,536,3.82024787048738
2041,1535,3.82024787048738
1591,1450,3.82024787048738
2536,147,3.82024787048738
2272,2405,3.82024787048738
2460,1467,3.82024787048738
1437,2823,3.82024787048738
1320,412,3.82024787048738
2082,2755,3.82024787048738
230,1018,3.82024787048738
230,720,3.82024787048738
2622,1979,3.82024787048738
1351,1978,3.82024787048738
1351,1352,3.82024787048738
1351,1636,3.82024787048738
1351,2262,3.82024787048738
1351,1402,3.82024787048738
1351,2697,3.82024787048738
1351,1527,3.82024787048738
1351,1164,3.82024787048738
965,2448,3.82024787048738
2150,2516,3.82024787048738
2150,1792,3.82024787048738
2150,673,3.82024787048738
2150,391,3.82024787048738
2150,806,3.82024787048738
2150,1850,3.82024787048738
2150,90,3.82024787048738
2150,720,3.82024787048738
2150,1154,3.82024787048738
822,419,3.82024787048738
2215,1355,3.82024787048738
2215,2389,3.82024787048738
1599,1850,3.82024787048738
1598,2713,3.82024787048738
1949,1110,3.82024787048738
922,580,3.82024787048738
922,2472,3.82024787048738
922,1352,3.82024787048738
850,504,3.82024787048738
1413,1509,3.82024787048738
1981,1902,3.82024787048738
1165,1264,3.82024787048738
1165,1552,3.82024787048738
2516,1819,3.82024787048738
695,2741,3.82024787048738
2473,1264,3.82024787048738
35,1685,3.82024787048738
991,1983,3.82024787048738
1731,966,3.82024787048738
1731,1872,3.82024787048738
2627,2677,3.82024787048738
711,147,3.82024787048738
2120,1199,3.82024787048738
2120,2457,3.82024787048738
1848,883,3.82024787048738
241,2457,3.82024787048738
1221,580,3.82024787048738
1199,32,3.82024787048738
1199,391,3.82024787048738
1199,1089,3.82024787048738
1199,2216,3.82024787048738
1301,1522,3.82024787048738
1447,1450,3.82024787048738
2300,21,3.82024787048738
2069,288,3.82024787048738
554,1264,3.82024787048738
1759,2502,3.82024787048738
788,1742,3.82024787048738
252,303,3.82024787048738
1075,1721,3.82024787048738
419,1663,3.82024787048738
419,468,3.82024787048738
419,2390,3.82024787048738
288,2343,3.82024787048738
2206,2404,3.82024787048738
457,2134,3.82024787048738
2279,2832,3.82024787048738
2405,1929,3.82024787048738
1046,2103,3.82024787048738
1166,2583,3.82024787048738
624,1521,3.82024787048738
1512,1660,3.82024787048738
176,1264,3.82024787048738
677,1355,3.82024787048738
303,2172,3.82024787048738
124,1730,3.82024787048738
2725,2818,3.82024787048738
2823,22,3.82024787048738
1341,1850,3.82024787048738
2205,1450,3.82024787048738
8,625,3.82024787048738
2033,966,3.82024787048738
1757,989,3.82024787048738
1757,2540,3.82024787048738
186,1850,3.82024787048738
1175,1901,3.82024787048738
2585,1488,3.82024787048738
1888,1450,3.82024787048738
633,2818,3.82024787048738
1161,2551,3.82024787048738
2409,233,3.82024787048738
2824,126,3.82024787048738
267,2429,3.82024787048738
217,1264,3.82024787048738
1355,2389,3.82024787048738
1801,2566,3.82024787048738
580,1159,3.82024787048738
580,2521,3.82024787048738
580,2,3.82024787048738
621,1730,3.82024787048738
147,976,3.82024787048738
2472,1352,3.82024787048738
1384,966,3.82024787048738
496,1264,3.82024787048738
2155,2374,3.82024787048738
527,2068,3.82024787048738
2596,1584,3.82024787048738
2596,1264,3.82024787048738
341,1850,3.82024787048738
341,2452,3.82024787048738
2132,459,3.82024787048738
225,2414,3.82024787048738
1266,1365,3.82024787048738
201,2378,3.82024787048738
2790,910,3.82024787048738
2389,1850,3.82024787048738
1807,1831,3.82024787048738
32,943,3.82024787048738
2835,148,3.82024787048738
605,1264,3.82024787048738
1117,1440,3.82024787048738
1636,1581,3.82024787048738
382,1964,3.82024787048738
382,2402,3.82024787048738
2423,2014,3.82024787048738
1964,525,3.82024787048738
1964,2357,3.82024787048738
1964,2199,3.82024787048738
1964,1136,3.82024787048738
363,80,3.82024787048738
1773,2697,3.82024787048738
895,1264,3.82024787048738
1777,1850,3.82024787048738
831,1264,3.82024787048738
2768,849,3.82024787048738
1315,1470,3.82024787048738
2217,1589,3.82024787048738
1938,2457,3.82024787048738
1119,2090,3.82024787048738
1119,1245,3.82024787048738
203,579,3.82024787048738
2442,1584,3.82024787048738
2442,2216,3.82024787048738
1450,678,3.82024787048738
1450,2020,3.82024787048738
1450,374,3.82024787048738
2839,1982,3.82024787048738
2839,720,3.82024787048738
661,1833,3.82024787048738
2156,1850,3.82024787048738
2805,1264,3.82024787048738
2573,993,3.82024787048738
1126,2055,3.82024787048738
1504,970,3.82024787048738
678,2579,3.82024787048738
936,1605,3.82024787048738
2012,2855,3.82024787048738
102,1850,3.82024787048738
1782,234,3.82024787048738
754,1997,3.82024787048738
767,234,3.82024787048738
2378,2343,3.82024787048738
284,1850,3.82024787048738
1679,1959,3.82024787048738
1497,1458,3.82024787048738
2003,1584,3.82024787048738
2825,2324,3.82024787048738
1671,2343,3.82024787048738
2243,219,3.82024787048738
2243,1971,3.82024787048738
1371,113,3.82024787048738
598,1243,3.82024787048738
598,638,3.82024787048738
177,966,3.82024787048738
2614,2562,3.82024787048738
2819,1850,3.82024787048738
1135,2452,3.82024787048738
1385,1850,3.82024787048738
877,1584,3.82024787048738
391,1584,3.82024787048738
391,2216,3.82024787048738
849,126,3.82024787048738
525,966,3.82024787048738
401,1098,3.82024787048738
190,1850,3.82024787048738
2814,2213,3.82024787048738
1500,1850,3.82024787048738
1500,1089,3.82024787048738
1500,206,3.82024787048738
2367,2108,3.82024787048738
148,2293,3.82024787048738
2369,1689,3.82024787048738
2756,126,3.82024787048738
2791,2705,3.82024787048738
1268,973,3.82024787048738
600,1264,3.82024787048738
766,226,3.82024787048738
1172,952,3.82024787048738
1172,1264,3.82024787048738
2571,631,3.82024787048738
1324,1853,3.82024787048738
1689,2795,3.82024787048738
952,1424,3.82024787048738
952,720,3.82024787048738
1359,1451,3.82024787048738
1721,234,3.82024787048738
1721,459,3.82024787048738
2414,1584,3.82024787048738
1633,1264,3.82024787048738
640,1576,3.82024787048738
1700,1243,3.82024787048738
1700,638,3.82024787048738
1850,2821,3.82024787048738
1850,2390,3.82024787048738
1850,1061,3.82024787048738
1098,54,3.82024787048738
2457,1536,3.82024787048738
2457,2452,3.82024787048738
2457,2152,3.82024787048738
882,2430,3.82024787048738
2802,2738,3.82024787048738
443,1973,3.82024787048738
1584,670,3.82024787048738
2611,234,3.82024787048738
802,2649,3.82024787048738
295,1973,3.82024787048738
243,1849,3.82024787048738
958,2213,3.82024787048738
1129,21,3.82024787048738
2795,1231,3.82024787048738
1651,2241,3.82024787048738
501,2103,3.82024787048738
1089,1592,3.82024787048738
464,1628,3.82024787048738
464,491,3.82024787048738
155,1104,3.82024787048738
800,2660,3.82024787048738
1628,491,3.82024787048738
2832,1592,3.82024787048738
1264,2093,3.82024787048738
1264,670,3.82024787048738
1264,844,3.82024787048738
1264,2549,3.82024787048738
1264,2376,3.82024787048738
1264,1822,3.82024787048738
1233,1137,3.82024787048738
1136,1929,3.82024787048738
1288,1053,3.82024787048738
1873,1350,3.82024787048738
2394,1853,3.82024787048738
1816,1164,3.82024787048738
2377,1092,3.80795254503289
849,1035,3.79987983808345
698,1470,3.79528536812887
570,1338,3.79271204578757
1089,1412,3.78779658715314
1591,412,3.78462991938098
474,517,3.78433517621087
1823,2320,3.78291133526544
1290,444,3.77886798749866
158,1483,3.77886798749866
2452,1999,3.77840853132028
74,1440,3.77727292257824
2027,666,3.77633866929685
424,870,3.77633866929685
2160,1730,3.7759203389837
2468,347,3.77416400720585
1295,1089,3.77372838742592
779,1130,3.77275649851445
1735,2230,3.77187197874975
2178,124,3.76941856483609
2058,1350,3.76767527427584
2208,627,3.76534278333458
1933,804,3.76534278333458
690,2018,3.76458964210913
571,1467,3.76438453586313
1820,720,3.76279874698217
76,32,3.76245759009151
2052,501,3.76168903792053
576,186,3.76163560971825
2474,958,3.76124471290186
50,1157,3.7611286591417
525,1644,3.76037320622641
945,1783,3.75940666479461
2369,2461,3.75940666479461
1167,620,3.75931866613034
1933,524,3.75850742490167
550,2820,3.75768017109363
2222,951,3.75679092960181
2071,465,3.75596267806357
1442,1202,3.75449718432388
554,1399,3.75449718432388
2708,1191,3.75327841475678
782,68,3.75288000938184
1360,227,3.75218344822277
340,963,3.74986181572519
2473,190,3.74964616554944
2662,2356,3.74894726195457
2510,113,3.74829542360202
403,1136,3.74817925632943
70,387,3.74815934218692
2293,896,3.74783101413925
1656,2199,3.74762462732999
2197,802,3.74747321242881
1906,690,3.74734655121877
1722,2341,3.74584900488733
2653,2103,3.74583790139663
893,363,3.74525543050443
2377,977,3.74489403688429
254,68,3.74488822087178
2829,1124,3.74423253452411
741,2832,3.74377775876321
26,2705,3.74351118927829
1593,1118,3.74304141337348
2713,1833,3.7422363402314
117,1927,3.74191867515626
1787,307,3.7413291091738
555,2705,3.74064284587046
2629,1232,3.73852724625833
331,2432,3.73834046456766
1455,71,3.73828558527057
2432,2126,3.73825261031879
867,234,3.73724556156515
1155,2659,3.73710495723296
1241,262,3.73710495723296
853,1232,3.73624203664676
82,1578,3.73606575330791
2161,1948,3.73606575330791
740,355,3.73601359864685
375,260,3.7352892071534
1413,2287,3.73477461860674
2004,1904,3.73436351862764
1018,2682,3.73280792705647
2160,675,3.73239153602652
173,102,3.73134481090826
45,2682,3.72899521677658
1106,2361,3.72854888612392
2770,95,3.72854888612392
1279,1197,3.72667185241365
1244,1163,3.7254695998583
17,143,3.7254695998583
1167,2851,3.72470742086985
1519,1229,3.72470657573239
620,2087,3.72470143370531
463,2129,3.72385825210723
2049,1067,3.72349539422254
2036,129,3.72349539422254
1741,2098,3.72349539422254
1473,2107,3.72349539422254
2701,1456,3.72276264810416
1430,1535,3.72266474955748
361,1816,3.72202897614816
2731,1342,3.72139084754244
1875,301,3.72137509241002
845,2326,3.71980060183927
1708,1959,3.71970395766671
1735,1729,3.71753636776366
205,625,3.71657686043327
288,1293,3.71657686043327
2682,1000,3.7164704705723
1890,55,3.71620815947094
635,1912,3.71393016389757
1855,1994,3.71293973334136
2716,2167,3.71257865778788
495,2114,3.71235320867397
1727,2083,3.71235320867397
200,2336,3.71235320867397
2211,1423,3.71235320867397
1961,530,3.71235320867397
959,2062,3.71074784678016
2405,302,3.71005293119932
343,1162,3.706268362933
1878,1362,3.706268362933
1049,1807,3.70221930810756
540,1704,3.70151648824002
1258,721,3.6992939214002
2312,2819,3.69578309959116
187,1978,3.69394526204012
756,2167,3.69354423048579
1371,2451,3.68817454045723
268,896,3.68784431233031
2172,2297,3.68568294894483
1331,497,3.6750356221025
2279,1522,3.67056640043224
288,2359,3.66989411435668
2653,1905,3.66746412738592
1338,2806,3.66576408147321
1807,741,3.66456648792991
2234,2568,3.6584380770811
9,2452,3.65508591764349
1161,1159,3.64878504080715
527,1674,3.64792812250355
232,387,3.64688547875345
2215,190,3.64313242516271
2635,1778,3.64148504143551
2452,1361,3.63705781404847
2473,2820,3.63461524288212
2216,1707,3.61233904744663
13,401,3.60857788381711
925,621,3.60500274750094
1317,1928,3.60500274750094
1928,808,3.60500274750094
1979,1262,3.60394132947352
286,222,3.60113402714782
910,1605,3.58945065953634
1295,2141,3.5795455967142
32,1265,3.57894049031441
148,1093,3.57637266896519
858,2722,3.56918672857625
604,2725,3.56795311146849
87,2026,3.55929734440354
87,1476,3.55929734440354
181,1742,3.55763173113821
1089,1904,3.55571082891205
1933,2179,3.53599608411572
1011,295,3.53517893057035
2136,1451,3.52056196861745
876,455,3.51053750937326
609,739,3.51053750937326
956,1434,3.51053750937326
1029,270,3.51053750937326
2420,273,3.51053750937326
371,2592,3.51053750937326
325,596,3.51053750937326
2091,2604,3.51053750937326
1548,1050,3.51053750937326
2735,817,3.51053750937326
255,574,3.51053750937326
2044,1218,3.51053750937326
2783,1280,3.51053750937326
75,1752,3.51053750937326
588,957,3.51053750937326
2311,1972,3.50962455937756
1972,1920,3.50962455937756
1735,2220,3.50689616705885
1928,1966,3.50098255358077
1259,206,3.49313501343173
1777,1154,3.48145328579305
2060,227,3.47633868451889
1279,1956,3.47633868451889
481,1154,3.47114662266434
2120,2612,3.46609484567832
213,905,3.46413392757497
1928,1747,3.45569677711512
1805,148,3.43426683913176
1430,2739,3.42447537756856
2103,2139,3.42235817765265
2718,474,3.4170750351547
310,2601,3.4162010770413
1192,2101,3.4161077274619
1189,1464,3.41496207677992
1827,2641,3.41496207677992
305,937,3.41496207677992
1788,2056,3.41496207677992
466,94,3.41496207677992
1212,1226,3.41496207677992
2218,1626,3.41496207677992
1283,2325,3.41496207677992
2700,1998,3.41496207677992
2572,590,3.41496207677992
2433,2714,3.41496207677992
1096,776,3.41496207677992
1846,2744,3.41496207677992
954,206,3.41431526432788
1608,1601,3.41109020735026
2718,517,3.39806851186925
2569,113,3.3939235013963
2183,952,3.39138874640796
2025,1921,3.39013200967421
2410,1326,3.38530992037537
173,2472,3.37959516089824
1796,288,3.37760727577335
598,1700,3.37372247335937
989,2537,3.37214020380081
2597,2243,3.36917664836162
693,1938,3.36660934876568
497,2320,3.3627288714425
173,1624,3.35463242630292
1161,2562,3.35323969125212
227,1844,3.34648613691065
2428,1051,3.34505529841179
1539,1465,3.34505529841179
2421,551,3.34505529841179
432,2313,3.34505529841179
521,2489,3.34505529841179
2525,2666,3.34505529841179
2613,1103,3.34505529841179
1951,1932,3.34505529841179
1303,2407,3.34505529841179
634,280,3.34505529841179
334,2123,3.34505529841179
2047,2784,3.34505529841179
1177,197,3.34505529841179
2517,1675,3.34505529841179
1970,2016,3.34505529841179
1849,2829,3.32722321619575
344,1264,3.32465279262138
2072,1264,3.32465279262138
1442,1264,3.30645867395609
1162,412,3.30334499167867
2305,1132,3.30074126263226
842,1804,3.29971213981219
860,239,3.29971213981219
2151,420,3.29971213981219
1206,1664,3.29971213981219
1638,511,3.29971213981219
2779,952,3.29124152950161
2338,2852,3.28786463075285
543,2719,3.28786463075285
2458,2722,3.28786463075285
1878,2335,3.28786463075285
1299,265,3.28786463075285
2220,1784,3.28786463075285
2767,1901,3.28735724441407
1730,1672,3.28018420278578
1413,113,3.25948910576401
2281,234,3.25846211121119
2052,311,3.25428172525068
1516,2136,3.23875687962199
121,2561,3.23875687962199
55,510,3.23875687962199
2226,1228,3.22015753606033
2452,1821,3.21845529175433
114,521,3.21548826439175
1870,601,3.21548826439175
1146,2138,3.21548826439175
2007,1993,3.21548826439175
478,1689,3.20561654722316
2155,821,3.20504854955897
2184,2823,3.20328823891171
2302,2823,3.20328823891171
2819,2452,3.20211099470816
1682,1521,3.19557489005439
187,829,3.19557489005439
77,1265,3.19557489005439
174,700,3.19557489005439
1906,2018,3.187563238391
598,1407,3.17544488775131
2405,1136,3.17318644212311
359,1191,3.16752429130727
201,2257,3.15689481445249
1863,1986,3.14730944238296
89,1748,3.14730944238296
2449,108,3.14730944238296
599,2380,3.14730944238296
446,2259,3.14730944238296
861,1926,3.14730944238296
430,1986,3.14730944238296
2003,1264,3.14528567278263
1341,2320,3.13941945172676
2155,301,3.12927133413867
2848,905,3.1288960786983
1831,284,3.12676095321964
2207,2303,3.12180194159193
801,661,3.12180194159193
1334,1910,3.1217115431928
2568,1264,3.11190845988564
458,1264,3.11068473598632
2717,2150,3.10698069525154
341,906,3.09960263083091
1757,1566,3.09380539184573
1049,1872,3.09210741678052
1092,218,3.08953166307275
2481,1085,3.08948545352226
380,111,3.08948545352226
915,640,3.07488187092796
1584,540,3.07422619980811
2410,881,3.0597221672488
1175,2223,3.0597221672488
916,1926,3.04659979179659
1673,2838,3.04659979179659
1693,2499,3.04659979179659
1360,1260,3.03912192405185
986,1311,3.03912192405185
351,2356,3.03912192405185
1818,1077,3.03200838197064
1811,1450,3.02842944461684
113,1208,3.01456292930917
858,708,3.00606860777923
856,1584,3.00078370082056
2848,1304,2.98342317833193
1698,37,2.98342317833193
2012,2684,2.98342317833193
362,2003,2.98162536898317
2265,1338,2.98162536898317
1063,1592,2.97349218195225
2389,190,2.95659450577565
1634,2118,2.95402434069321
367,1902,2.95402434069321
2778,2216,2.95258689990467
2051,1807,2.94088745135277
982,1984,2.93952701041126
97,1802,2.93675385791523
1960,2108,2.93675385791523
8,1778,2.93419286838422
2826,813,2.92871051767709
924,1655,2.92871051767709
1747,846,2.92871051767709
1518,966,2.91826868652467
2767,60,2.91724145547709
523,2823,2.91720760209975
2665,2823,2.91720760209975
1525,47,2.91505889292297
869,459,2.9028988560681
2338,111,2.89963885992967
1609,844,2.896240428711
1329,1586,2.896240428711
2427,782,2.89091093736053
2004,2415,2.88346964907597
409,2248,2.88346964907597
375,44,2.88346964907597
1326,2574,2.88346964907597
2392,1641,2.88043953528146
1165,2167,2.87005381183328
1593,1398,2.86221923757526
2628,952,2.85694448596844
2063,347,2.85221401300931
2243,1676,2.84869162076249
2778,1391,2.84204536915975
1012,700,2.84204536915975
2547,71,2.84196043025684
245,2062,2.84196043025684
2188,2110,2.83712522472107
531,1966,2.83002357794611
1450,260,2.8283474147586
2404,2159,2.8231214384835
640,1872,2.81540069325001
1941,1915,2.79588366007737
1538,1063,2.79588366007737
1119,112,2.79389139162578
2071,2660,2.79142453428779
1460,1450,2.77149858154454
1297,1450,2.77149858154454
1573,821,2.77034719693576
924,139,2.77034719693576
461,1311,2.77034719693576
341,1361,2.76650338467718
1049,2832,2.76625435690525
1678,1921,2.76461215981293
2747,1921,2.76461215981293
1161,742,2.76461215981293
1636,1704,2.75406055127567
1447,2575,2.7462322369793
74,405,2.74618269840869
74,1643,2.74618269840869
1007,2823,2.74057749394994
1200,2390,2.73723125102643
1818,608,2.72885363674352
1272,870,2.72885363674352
254,1391,2.70913006428315
50,1424,2.70868095313991
520,1872,2.70170201036642
2287,251,2.69920591596077
366,2243,2.69240526026432
326,2110,2.6716165355841
1941,2684,2.66952417290353
1928,1866,2.66952417290353
